id,geom,Unemployment Rate,Employment Rate,Family Identity Card,Death Rate,Migration,Registered Residents,Health Facilities,Mortality,Water Access,Internet Access,Electricity Access,Income per Capita,Population,Birth Rate,Households,School Enrollment,People Density,Average Age,Vehicle Ownership,Literacy Rate
9281,POINT (131.143981 -8.149594),29.18,45.31,364627,54.73,58.69,883623,821555,12.74,4.99,17.96,70.02,12139842,875824,53.21,526996,0.36,6521,46,1,30.9
9282,POINT (114.450217 -2.999439),36.35,52.37,566581,60.66,64.45,73199,669990,67.64,79.19,79.45,69.56,11164799,43118,44.4,735004,14.79,12980,32,4,4.87
9283,POINT (99.689913 0.554864),3.21,25.38,254622,71.62,30.35,246678,937825,67.16,90.53,71.48,52.05,11215499,573470,68.54,625594,75.33,21607,75,3,43.54
9284,POINT (102.101528 -0.208533),2.61,95.28,843315,28.2,40.43,561919,312306,41.98,46.75,94.08,98.4,6975337,597365,29.55,600943,27.1,13409,63,1,76.88
9285,POINT (129.395294 -0.060208),61.28,64.36,818014,20.83,30.94,200229,527197,2.6,43.99,7.2,36.73,7848575,124120,30.77,512121,52.58,24634,45,1,26.02
9286,POINT (138.552870 -4.124772),53.23,19.37,907201,91.11,60.41,641813,165238,28.87,72.49,81.37,16.28,6805191,176685,69.54,442731,3.2,8036,77,0,48.14
9287,POINT (113.095010 -7.698268),89.61,52.99,282504,87.04,97.94,522695,183620,52.22,38.09,60.39,12.72,3640459,786779,61.31,497692,99.93,4733,36,1,99.18
9288,POINT (139.955050 -7.947605),62.18,22.13,213094,13.29,0.19,205714,135924,9.58,97.7,88.84,52.61,12598011,107063,72.39,1117,46.21,20114,63,5,10.88
9289,POINT (103.226477 -2.835834),46.43,31.2,236108,4.1,66.37,712780,61802,82.49,50.93,6.42,15.55,14977090,879652,90.42,644164,39.61,18768,29,5,13.79
9290,POINT (123.747187 -10.264483),42.31,53.4,219731,51.93,13.87,522662,551186,51.51,77.44,83.11,67.46,10646065,963604,60.3,536606,4.1,16044,44,3,60.98
9291,POINT (140.779005 -7.668560),72.0,80.28,343629,82.7,86.53,678809,427907,36.79,0.57,16.08,83.95,10768482,490138,13.07,717856,46.99,2014,70,4,81.6
9292,POINT (116.147804 -2.099564),40.34,96.52,555554,60.66,22.49,536902,317595,48.75,34.27,6.22,41.62,4846657,620991,46.48,866152,67.81,6592,49,2,53.33
9293,POINT (106.201998 -2.317319),86.28,42.54,247707,33.7,14.52,839878,224002,49.74,26.44,10.38,84.48,4848675,177066,84.33,378314,76.47,24093,28,5,1.49
9294,POINT (120.423919 -9.857078),22.38,3.05,237027,79.01,2.41,956030,676831,9.8,59.95,97.17,12.75,8125403,492148,79.54,23562,92.81,12565,77,5,22.37
9295,POINT (103.446073 -2.038218),24.97,7.59,841138,11.32,66.58,795172,461108,38.17,36.84,43.28,72.57,6455918,737827,88.2,850552,16.37,21538,70,1,96.88
9296,POINT (110.448540 -1.274134),70.99,95.34,954579,44.11,11.93,316812,581373,76.1,69.25,28.38,74.9,7787446,362112,52.31,378655,14.8,21165,71,1,96.84
9297,POINT (111.015692 0.365100),66.92,16.29,135336,87.66,40.59,102502,273522,76.86,73.45,84.94,88.89,9662639,959396,66.54,857871,35.31,6703,54,0,98.45
9298,POINT (139.037864 -4.844409),76.72,24.07,108760,46.21,46.93,169497,675463,43.29,61.17,11.88,0.84,9902396,570413,41.16,29139,16.17,22317,58,0,39.06
9299,POINT (101.162687 -0.253335),41.65,54.19,572878,13.65,18.85,762178,538992,23.26,29.66,86.85,67.06,8495532,4310,74.23,438674,6.75,23081,34,0,54.53
9300,POINT (113.667497 -1.727755),14.32,90.12,884150,6.89,55.15,320125,958434,48.45,61.12,80.48,27.47,13206742,478018,1.78,214245,46.35,4431,75,0,93.91
9301,POINT (137.896886 -1.935589),90.44,71.57,899901,42.93,79.0,552020,470641,82.39,63.91,46.66,29.68,4226581,538194,33.29,58553,6.0,17403,41,1,72.24
9302,POINT (110.021151 -0.204264),21.36,9.66,683349,89.69,30.59,937566,844186,75.57,2.75,81.05,35.33,11236413,139681,69.3,364371,82.8,17568,77,5,60.86
9303,POINT (99.570205 1.804056),48.89,13.45,920278,92.15,64.76,354689,498502,62.54,41.05,52.85,62.65,7722185,134331,59.17,287086,60.09,16532,38,5,81.86
9304,POINT (115.383200 2.872427),1.58,13.66,365394,64.69,16.09,944593,81264,6.98,42.79,36.77,30.04,12568792,893656,91.3,149195,46.03,9090,20,2,3.56
9305,POINT (119.960085 -5.211534),42.99,69.01,123415,30.09,61.97,173484,688443,86.23,12.93,91.55,79.26,6885720,794658,48.2,337204,36.52,15071,64,0,52.81
9306,POINT (136.562241 -4.421566),63.02,20.8,526508,26.08,13.28,85536,548573,12.88,32.31,16.17,79.33,14943251,252654,30.45,479709,75.04,22074,26,2,47.72
9307,POINT (121.656582 -1.178276),13.72,69.87,414023,44.6,41.94,290149,428582,73.3,23.18,44.87,68.22,6374620,380066,23.84,336863,20.68,11412,35,3,77.06
9308,POINT (112.465584 0.991213),37.19,61.62,615526,83.17,52.08,232517,57171,65.29,2.58,77.55,86.27,5576598,955056,92.4,521952,3.25,20253,38,4,30.82
9309,POINT (101.914218 0.985200),67.87,4.51,396728,8.81,30.46,228705,207372,60.72,46.03,60.92,7.58,10875385,210250,50.23,342983,73.67,13032,76,2,94.84
9310,POINT (102.577501 -0.264120),71.75,39.72,636421,97.94,57.2,134890,585058,72.36,95.84,20.48,9.66,10452023,9068,25.66,250211,66.93,23534,76,2,62.99
9311,POINT (139.509168 -7.207884),79.18,99.28,682835,67.89,73.79,507885,927500,13.71,28.73,50.45,52.89,9938909,775496,95.09,966192,82.54,1047,38,1,88.84
9312,POINT (103.385262 -2.367675),61.68,56.99,445507,18.23,65.16,790299,159754,83.81,41.7,92.74,37.57,12577465,455224,96.51,629890,96.79,4002,24,1,84.75
9313,POINT (98.746907 -1.356376),69.75,78.19,244070,7.45,27.15,317353,970634,21.79,99.21,31.5,33.17,13098168,769315,36.11,672553,46.76,15158,77,4,24.29
9314,POINT (123.354179 -1.313282),90.01,48.04,551945,69.96,86.13,819491,803012,99.06,94.75,60.32,36.86,5266075,768815,37.91,869841,93.63,18278,20,2,4.43
9315,POINT (102.728754 -0.155072),10.84,97.23,84325,84.72,56.93,19113,358737,26.8,53.55,99.77,11.19,1855587,758630,93.21,176203,69.91,3025,79,2,83.47
9316,POINT (138.800773 -4.867434),95.44,89.48,211669,66.53,15.42,218253,566938,51.57,35.26,55.07,71.7,6151744,201760,68.07,443715,74.52,1441,28,3,47.4
9317,POINT (95.815094 5.423578),85.57,9.22,666943,72.03,42.19,932130,149280,93.4,24.42,49.9,97.15,10657049,183460,81.4,291742,66.72,1232,62,5,86.32
9318,POINT (110.042557 -7.167614),20.31,62.14,825277,60.93,48.53,502509,28600,6.5,54.09,74.34,12.57,13003031,267659,69.33,414719,26.21,16064,40,0,19.74
9319,POINT (111.864511 -2.379411),84.45,96.05,303081,39.24,95.14,387676,458953,69.62,92.6,17.88,28.23,9894509,972368,39.23,722306,15.64,15402,42,0,15.13
9320,POINT (116.777337 -0.020810),14.71,21.39,236694,42.34,26.49,650877,840443,41.18,31.95,3.84,37.88,9533462,903085,8.26,823829,92.05,7159,63,2,22.46
9321,POINT (105.309470 -2.474796),90.56,71.21,310824,84.29,25.97,203158,345199,85.31,96.33,60.62,74.58,4338885,633235,22.11,86324,54.37,13003,21,5,34.18
9322,POINT (111.121626 -0.605469),45.05,22.54,446712,33.17,99.79,771035,225125,94.52,19.89,76.23,29.66,2200069,515918,65.1,538874,78.75,21890,53,4,68.86
9323,POINT (136.413634 -3.018765),94.8,7.02,664252,3.64,49.62,678539,835335,82.46,84.27,70.94,84.77,12970532,522231,67.5,945870,45.78,19232,67,3,82.44
9324,POINT (102.615135 0.819029),1.02,14.51,925634,68.26,31.62,608467,501584,80.79,80.47,87.5,76.76,9296762,782641,18.59,270541,55.94,23752,59,0,0.57
9325,POINT (119.817371 -5.222397),30.01,1.86,976801,64.12,17.23,437745,946755,99.39,62.22,31.08,27.15,2297975,926256,30.23,764242,25.06,2239,75,2,78.38
9326,POINT (130.718584 -3.472454),63.25,54.75,133842,74.36,24.81,792836,12860,58.69,46.86,22.79,13.91,3429829,29402,27.64,569007,98.13,17597,30,0,94.84
9327,POINT (127.582392 -0.574164),79.4,76.36,251303,17.22,61.05,868028,299026,38.95,57.74,27.74,31.79,5372994,165606,35.57,544843,74.63,18336,59,2,13.0
9328,POINT (100.215973 -0.036981),35.89,81.88,715559,90.25,91.51,645492,471589,69.16,29.9,40.0,32.99,13144122,978248,91.24,194156,90.38,5782,45,0,24.82
9329,POINT (98.068695 4.421937),41.85,8.66,824024,54.99,94.63,708357,382427,44.07,33.44,8.21,14.59,1277153,105050,74.63,617440,95.37,7559,67,2,27.36
9330,POINT (119.709581 -2.680842),97.16,45.07,843218,8.65,59.13,53130,122963,36.9,62.56,72.01,80.76,14162290,527329,55.64,421997,52.5,15458,61,2,88.25
9331,POINT (117.335493 2.410325),36.65,35.75,13686,7.13,56.76,613842,109762,79.26,14.82,76.7,79.51,14508743,158146,30.5,447786,84.27,14133,74,1,8.45
9332,POINT (121.047443 -3.514321),43.35,90.94,174242,8.89,72.47,150401,601185,2.7,46.91,56.11,46.77,14266475,38191,88.66,346607,91.0,3688,49,1,50.89
9333,POINT (113.086314 -0.133816),77.96,47.85,948960,37.29,2.69,967020,560189,22.93,16.5,93.33,69.47,12050087,271783,7.84,718713,60.49,10293,62,3,85.99
9334,POINT (133.997931 -3.173347),35.44,8.03,529966,6.32,41.56,169910,396667,46.9,94.01,8.99,97.2,10214091,208878,1.23,253613,31.82,7587,77,1,92.41
9335,POINT (138.005640 -1.889586),7.9,59.61,92301,88.84,52.49,508637,73777,97.54,57.52,71.5,89.96,14327864,600061,28.11,68244,33.3,3029,73,2,17.98
9336,POINT (96.433621 3.969287),27.58,39.25,863465,69.21,13.03,295512,71700,67.43,71.18,88.25,30.14,3044552,327943,89.02,126234,11.77,8028,65,2,15.38
9337,POINT (101.489461 0.572827),65.82,52.47,952621,3.42,2.51,704836,769028,47.93,71.59,81.49,39.04,6043725,861403,82.22,99060,65.24,6850,70,5,82.71
9338,POINT (115.491601 -8.542898),89.86,37.89,334018,93.56,40.0,502358,777672,35.25,83.4,49.97,40.2,5247782,146268,68.82,17221,27.53,16880,42,1,97.68
9339,POINT (109.755384 -7.768182),51.08,54.16,390824,89.5,18.59,519767,769826,20.62,19.76,1.74,79.07,11996810,311716,5.7,127144,11.1,20420,53,1,79.09
9340,POINT (133.217221 -0.667103),81.69,85.4,267501,55.06,27.36,652081,44403,57.15,16.49,73.3,7.09,5310369,165883,93.77,606784,92.98,18086,29,0,44.08
9341,POINT (111.296363 -7.178056),50.18,78.71,561266,30.3,0.8,332676,652584,61.79,20.31,66.44,43.58,5740489,190764,51.71,261014,58.43,1778,57,3,17.89
9342,POINT (137.205893 -4.490965),58.99,38.07,506801,9.12,79.94,357602,802718,82.47,55.03,34.54,13.39,12317618,974232,62.77,756112,42.55,16632,35,0,2.64
9343,POINT (110.207431 -7.131299),1.83,13.77,75337,58.88,31.73,341997,156320,82.64,47.57,93.17,93.21,4997055,698977,14.99,461616,88.28,1013,28,0,51.24
9344,POINT (135.160628 -3.365684),21.43,79.86,235267,18.04,66.21,356862,870932,41.77,51.06,86.95,19.21,13612562,3858,62.71,699887,69.52,14583,36,2,88.82
9345,POINT (130.719281 -3.585624),89.46,23.16,530304,60.57,16.51,377554,58438,6.52,40.55,38.26,84.94,11319139,279714,78.5,88765,66.73,5801,42,1,12.57
9346,POINT (99.896406 0.549736),49.41,39.97,563507,95.91,21.55,790646,780730,49.18,77.54,86.62,92.66,8394460,358747,34.2,299038,81.66,1491,47,3,89.59
9347,POINT (114.706060 1.247436),40.92,62.51,923944,39.15,75.05,399210,490875,56.93,95.0,12.04,11.2,2908305,901249,79.93,458268,40.23,16919,29,4,94.53
9348,POINT (110.229053 -0.097009),91.34,91.92,528058,88.16,67.27,315164,41224,96.83,56.25,25.0,90.4,1337528,177927,24.26,234640,92.79,12484,23,0,42.51
9349,POINT (113.068240 -2.784097),89.9,89.11,833048,68.44,13.74,817136,841144,5.57,62.03,29.79,20.85,12518868,62015,40.82,414175,80.42,23946,36,0,44.62
9350,POINT (105.709773 -4.878168),66.54,74.29,393984,80.39,56.44,194186,673174,95.88,94.06,46.87,77.87,12069506,379572,42.32,686161,69.14,3769,66,0,39.02
9351,POINT (117.844303 -8.335750),57.58,45.69,857398,19.69,47.6,598719,798433,19.73,38.22,4.4,68.35,2721239,776592,26.53,119971,75.89,18536,39,1,62.74
9352,POINT (113.509583 -7.851355),29.56,25.05,678806,20.17,86.32,20097,335338,34.03,24.19,62.34,59.72,1794971,177309,43.61,27146,43.14,5453,40,4,42.01
9353,POINT (121.446746 -2.977029),78.32,26.05,949062,62.83,74.71,588054,799330,16.99,72.64,21.22,40.03,9266003,407915,68.74,730635,40.78,16571,49,5,96.0
9354,POINT (98.397527 2.323305),28.22,69.05,540520,91.47,83.98,973399,97354,31.86,55.32,86.46,9.29,2289953,823192,82.11,768397,98.5,1025,40,1,67.91
9355,POINT (109.170167 0.574268),98.45,32.54,923685,38.46,82.93,664066,235444,94.32,42.92,82.23,33.37,10343560,505400,11.35,720262,82.04,7804,64,1,72.08
9356,POINT (116.503158 4.307132),15.31,36.25,114789,38.47,48.46,722982,520843,40.49,3.49,25.37,57.75,11814386,935477,52.78,260677,66.62,21257,36,3,14.61
9357,POINT (133.100050 -1.681946),86.03,48.12,473692,64.15,3.61,838360,86349,70.25,47.06,40.71,27.3,6958806,568750,24.08,92591,47.8,13345,50,1,72.42
9358,POINT (118.598581 -8.639450),94.42,53.89,24176,55.26,5.25,644921,51936,43.53,34.15,16.37,73.82,9333661,596963,33.06,15711,14.93,17981,33,0,88.08
9359,POINT (113.084018 0.014044),75.62,81.71,679212,41.8,53.57,292196,674040,22.04,9.4,85.82,28.72,2447480,813303,60.09,877346,32.18,5351,74,4,77.96
9360,POINT (115.113144 -1.754213),49.3,10.04,347498,49.06,34.78,441008,998491,96.15,47.81,22.93,55.06,13417243,263204,80.35,677796,23.83,19863,70,3,21.68
9361,POINT (134.452502 -3.185908),34.29,22.26,164009,90.26,77.18,527979,6642,48.66,10.87,71.78,49.7,2585181,304761,27.32,198213,32.71,7839,56,2,27.63
9362,POINT (116.093936 4.022616),16.2,57.51,120509,87.57,35.46,371382,820141,83.78,82.69,88.95,23.94,14500955,171067,26.49,187368,26.92,4954,57,4,98.62
9363,POINT (119.884999 -4.935262),80.93,98.77,293282,98.79,40.47,537539,509962,24.46,87.17,30.9,50.43,11773381,565807,94.89,173605,8.4,11298,20,2,20.0
9364,POINT (107.719116 -3.069552),74.52,84.04,372275,92.29,40.47,511622,717594,58.72,1.64,80.56,92.7,11638006,884743,61.91,657997,10.75,10011,46,2,91.99
9365,POINT (134.187925 -3.254436),85.88,41.93,898172,33.96,38.34,170186,613136,81.27,61.12,74.62,48.6,13446855,372212,58.98,71565,48.64,12947,75,0,68.13
9366,POINT (105.294802 -3.398032),75.34,91.94,429780,49.52,38.4,750131,254711,33.94,36.8,4.1,42.0,12172855,86237,89.75,931612,67.3,16770,40,3,91.93
9367,POINT (120.172860 -2.588805),88.88,65.01,181119,88.6,24.81,911743,645609,84.69,6.53,45.26,35.81,10124359,889346,87.11,785292,1.33,12067,55,1,98.95
9368,POINT (120.030157 -5.278448),47.73,58.09,976042,67.35,77.53,517052,555479,34.13,2.49,11.32,10.37,6044327,809101,20.14,130088,48.54,13020,28,5,2.3
9369,POINT (113.690149 -1.785296),4.26,45.92,172373,55.53,34.74,624770,138054,28.5,48.55,98.47,18.58,8788913,953303,82.98,664487,64.28,21519,58,3,30.72
9370,POINT (121.362909 -2.919234),86.24,23.78,46015,16.11,78.65,312299,885849,76.18,42.83,40.11,69.52,11697623,411964,85.31,231328,63.69,12860,50,3,9.23
9371,POINT (139.708491 -4.170253),56.43,64.77,39698,71.44,39.55,998600,737723,28.7,99.11,24.96,88.56,14385361,843116,28.93,40188,46.95,9886,76,2,13.53
9372,POINT (139.316707 -5.503372),73.67,11.33,18599,74.75,26.55,276163,327473,24.84,31.4,45.57,73.91,9139055,356310,86.11,853197,55.53,20594,79,3,9.72
9373,POINT (110.135187 -7.015309),47.28,45.48,669890,15.15,72.84,823349,187296,35.86,83.48,18.7,21.05,8199493,556730,83.31,275892,12.84,21916,27,2,6.93
9374,POINT (139.214627 -6.294982),24.58,88.84,827884,24.97,67.25,130872,139752,0.75,28.52,11.24,73.83,8352058,756026,7.73,579135,82.3,6301,53,4,88.41
9375,POINT (127.575709 1.679988),52.83,35.61,394686,83.54,63.19,364990,120973,34.45,17.69,2.42,6.91,13668653,958194,85.95,714330,86.47,5083,53,1,65.33
9376,POINT (138.457106 -3.970355),76.58,19.03,872203,14.22,59.22,151208,294140,55.99,26.11,58.36,43.08,4402779,579293,43.3,686913,16.42,13392,21,1,65.84
9377,POINT (137.119447 -3.584809),43.97,81.39,693289,75.01,34.97,5618,190012,88.01,13.32,13.89,51.71,6186756,101032,91.12,355999,59.1,6171,70,1,55.54
9378,POINT (136.463471 -3.598475),90.12,94.77,874532,53.66,36.37,915660,843595,95.9,61.97,77.07,97.11,7823252,130622,99.06,472013,94.93,15278,63,2,48.88
9379,POINT (132.222902 -1.880557),82.84,33.23,787134,17.77,72.72,397361,435766,70.58,31.6,82.61,19.27,5482527,285087,71.7,234883,59.93,7789,37,0,30.55
9380,POINT (104.797688 -4.096037),12.86,62.78,514042,23.75,34.63,259581,987309,22.14,54.31,85.52,7.52,2126191,864951,68.69,225943,91.9,22706,20,1,20.37
9381,POINT (110.312896 -1.839827),76.64,12.17,841375,12.93,38.81,569837,183384,81.97,83.54,64.06,93.6,2773680,567141,31.66,797890,59.17,18002,65,3,9.15
9382,POINT (119.811866 -2.293301),71.18,50.55,873145,77.12,94.17,151413,28254,77.12,8.37,81.93,45.43,1441093,191806,27.53,332940,37.23,24347,58,3,56.24
9383,POINT (105.979081 -6.581254),5.21,33.97,585659,41.53,0.86,609755,751560,59.57,75.05,81.03,17.06,12753728,335120,64.42,473390,92.81,8691,58,2,74.15
9384,POINT (100.488184 1.000745),32.62,39.76,494320,32.22,41.39,263213,849382,17.16,26.18,37.04,88.02,1598459,972229,67.54,839752,66.14,18689,28,0,19.24
9385,POINT (99.514702 3.138255),69.63,18.35,49291,4.13,5.95,46474,39814,44.41,90.15,57.94,54.28,3884556,477061,34.54,946034,60.35,20866,45,2,17.87
9386,POINT (101.358172 -0.618845),62.26,31.61,888803,55.49,44.43,209440,3522,5.94,10.92,18.12,80.93,4913631,702446,46.49,811319,5.12,15812,67,0,79.97
9387,POINT (105.092699 -2.572585),74.62,78.68,359597,65.94,85.76,898531,556247,19.34,39.0,81.91,23.52,12547310,309121,63.81,134695,83.87,3801,72,3,83.91
9388,POINT (134.006842 -3.394122),87.31,57.07,245992,16.89,12.42,262794,37075,43.87,0.44,14.31,7.94,8605744,448711,48.03,162731,30.19,5422,39,5,37.35
9389,POINT (120.658529 -9.893037),57.01,12.17,535655,40.98,70.06,441413,74830,57.96,40.75,71.92,25.16,8805507,486904,5.41,880682,72.58,8873,39,0,37.62
9390,POINT (118.508045 -8.576325),59.44,20.42,923816,33.98,71.74,633981,566916,13.72,36.32,63.66,68.53,11239690,425300,20.07,523244,75.53,16696,45,4,79.64
9391,POINT (116.043922 1.926221),43.58,15.38,364474,40.45,22.13,150723,863993,23.66,1.19,97.31,93.24,5122882,61989,67.31,365785,39.22,11319,46,2,40.97
9392,POINT (102.350160 -0.796300),22.09,25.36,200776,5.13,33.69,7653,728198,15.03,58.64,70.69,30.62,1132963,217716,44.52,919411,34.75,12576,25,1,33.98
9393,POINT (120.176013 -0.855995),24.32,55.2,61634,75.14,81.88,636892,458086,49.8,34.83,30.08,82.43,8893089,970104,80.9,14485,50.58,3283,71,5,92.11
9394,POINT (138.227343 -8.281635),7.35,42.8,265403,72.75,39.02,756347,559942,98.65,75.57,13.11,25.37,10879556,823583,89.43,498834,88.45,18686,38,4,23.48
9395,POINT (98.846434 2.335646),32.41,89.71,706346,15.21,55.5,504619,544468,74.9,50.63,21.32,28.34,7226439,706749,8.17,375361,19.64,1088,55,0,89.73
9396,POINT (139.188076 -6.197621),15.53,68.09,25803,3.86,12.12,529587,133930,36.33,34.35,59.51,47.19,12410239,839319,33.29,658190,43.53,3418,33,2,16.94
9397,POINT (114.584135 -3.536941),51.67,84.37,966337,55.21,83.48,199552,777738,99.07,71.12,89.18,67.25,6484521,424101,32.77,796905,79.86,7605,78,0,89.03
9398,POINT (114.352781 -2.375098),36.8,54.38,889735,54.6,11.7,415938,48131,95.6,42.92,43.97,48.79,5734398,184178,2.18,306654,16.16,14066,22,0,62.73
9399,POINT (116.947211 1.020947),20.6,16.34,804665,26.85,47.5,59001,227268,88.96,21.92,92.65,72.25,8741876,808132,68.34,161046,6.58,1298,45,5,73.13
9400,POINT (119.451646 -5.438197),88.18,80.84,765300,92.92,44.49,861076,441094,19.0,91.8,14.05,26.25,6188362,467988,71.52,44718,91.36,17913,71,4,32.3
9401,POINT (115.298572 -2.798170),12.21,57.79,721218,70.43,67.3,224043,913346,70.38,13.79,91.26,93.38,6115555,299533,32.69,103138,53.72,12380,41,5,65.78
9402,POINT (100.433857 1.317597),85.39,10.22,507821,93.76,29.42,644562,83617,72.71,48.06,51.54,20.06,14425890,173311,30.21,356121,77.37,23193,74,2,19.18
9403,POINT (105.143557 -1.976783),72.53,59.11,559354,57.6,23.53,646048,17360,57.73,98.99,57.19,89.14,6228632,297914,79.16,307523,92.19,20890,75,2,82.4
9404,POINT (102.091222 0.685006),9.14,42.67,638399,29.38,86.25,941016,956065,23.22,4.15,11.39,74.67,6754823,983304,64.44,906893,47.28,1529,71,0,41.63
9405,POINT (137.151525 -2.931446),28.75,19.77,122236,50.18,54.12,816463,248054,65.9,29.84,30.66,2.37,2566365,304303,40.88,491903,57.46,2156,77,0,33.8
9406,POINT (101.164130 -1.151621),10.31,7.49,372999,21.98,7.78,198493,538156,99.38,97.95,3.23,99.39,8978690,563897,14.4,477988,59.99,22478,80,3,37.54
9407,POINT (109.641352 -7.135174),70.62,10.53,709451,22.66,68.55,730624,787167,24.06,36.34,95.46,76.8,1672000,371112,2.38,687969,94.76,2313,80,4,80.83
9408,POINT (114.259628 0.185065),87.47,53.56,861389,69.68,10.95,696058,321824,65.11,44.34,52.05,41.34,11794172,551529,4.08,251954,6.19,20326,33,2,17.18
9409,POINT (140.914349 -3.967364),75.45,93.8,218221,31.33,87.6,24209,800828,6.28,30.48,7.54,19.54,13169500,755039,99.04,116234,71.53,10001,50,2,8.95
9410,POINT (101.506744 1.261770),73.29,10.09,198508,38.31,56.84,558534,870393,4.13,75.6,72.11,72.71,3806917,485628,30.25,871114,21.07,18872,74,1,72.59
9411,POINT (102.095449 -0.289873),28.79,90.93,579326,33.54,35.52,198692,230006,44.94,95.3,22.22,73.27,11451785,555971,69.36,705171,67.6,23558,21,5,98.2
9412,POINT (128.753833 -2.880111),3.69,6.97,375532,99.37,19.56,514027,589746,63.05,22.01,35.08,52.86,8065959,215262,24.04,13401,77.22,22767,36,4,0.91
9413,POINT (102.630357 -2.934717),84.39,41.83,249102,14.56,48.89,230110,659775,83.24,38.05,7.32,32.03,6641353,683754,72.22,827409,49.04,7071,52,3,4.73
9414,POINT (101.549264 1.016393),88.97,66.46,473633,78.7,43.43,148868,723678,2.97,35.32,25.98,43.3,8237591,223617,47.71,106701,89.57,16913,42,3,27.29
9415,POINT (114.014537 -2.109115),55.13,83.45,251607,5.9,3.78,53355,216014,4.78,1.53,62.38,21.36,6745354,320279,62.11,587756,50.58,24049,74,4,54.17
9416,POINT (100.035167 2.396118),13.0,16.66,233548,33.15,92.94,826924,864119,20.65,63.52,37.67,26.81,1663463,879225,99.43,968817,35.02,22410,39,3,65.61
9417,POINT (119.500480 -9.428268),41.05,56.94,176615,45.94,78.22,278534,244484,75.48,46.17,62.09,12.83,14566836,69597,21.52,180120,40.74,7914,67,4,93.36
9418,POINT (116.644892 2.739098),85.95,56.2,560349,9.12,85.9,38662,872328,24.81,50.29,46.92,63.14,1399615,64552,35.03,41860,33.41,5011,51,3,62.98
9419,POINT (111.181817 0.445780),67.89,53.65,18652,54.67,0.65,956975,129809,53.77,61.46,63.72,31.83,11363273,260964,84.96,304152,11.99,22979,31,0,7.92
9420,POINT (121.015446 -8.738219),89.75,91.54,182347,82.04,17.62,943995,778217,84.29,0.05,75.91,92.43,3073969,277795,67.37,74221,77.92,1644,20,5,90.16
9421,POINT (137.874170 -2.437761),67.7,56.12,998509,94.39,58.11,48824,217980,83.9,38.37,29.77,92.03,12398726,836372,63.99,888888,62.43,11707,59,0,47.77
