id,geom,Health Facilities,Electricity Access,School Enrollment,Literacy Rate,Income per Capita,Death Rate,Population,Migration,Mortality,Average Age,Households,Registered Residents,Water Access,Birth Rate,Unemployment Rate,Internet Access,Employment Rate,Vehicle Ownership,Family Identity Card,People Density
7847,POINT (108.031825 11.519121),705694,44.17,67.58,18.98,6711734,24.83,35265,67.4,73.83,76,160482,227976,38.67,52.43,28.06,38.29,7.57,4,125870,13437
7848,POINT (105.028525 10.544530),50150,7.7,87.84,51.22,2021447,89.84,161205,79.31,36.61,55,807079,90900,28.89,57.19,99.94,45.21,74.4,1,72447,22312
7849,POINT (107.116308 11.270654),521092,15.15,2.75,60.06,2757818,16.24,625319,6.44,39.73,67,984042,90680,9.29,30.92,96.69,1.97,47.84,5,164587,6554
7850,POINT (106.561153 9.890589),355156,20.13,73.7,56.61,5440943,99.04,240861,4.02,74.82,71,166671,101971,21.94,23.65,31.06,63.89,79.71,2,208323,2729
7851,POINT (106.083599 17.506073),487696,43.03,71.67,38.95,13005691,50.04,9140,39.53,88.39,24,940640,132181,73.16,55.89,71.23,15.36,19.5,2,189949,3078
7852,POINT (105.729761 17.861510),396708,43.68,76.97,5.65,5987790,52.58,710932,10.43,32.78,36,791880,641001,38.31,8.31,41.31,24.48,33.87,3,863723,8776
7853,POINT (107.915483 11.292825),617151,90.28,23.77,85.45,7497370,26.51,140196,1.89,95.57,23,586342,316280,88.38,93.89,24.33,81.92,1.91,1,393899,5587
7854,POINT (108.380865 14.474224),911537,58.61,8.56,74.98,5693181,75.65,419800,0.08,37.1,69,703306,915837,91.38,44.08,25.59,28.6,3.17,0,663587,19371
7855,POINT (106.431689 11.378042),707553,93.12,86.93,66.16,9966119,72.88,515771,55.03,84.63,21,313112,463589,51.41,35.26,12.73,35.49,85.22,5,304846,24291
7856,POINT (105.896943 9.600021),331383,96.31,90.49,16.29,4912461,28.75,317210,50.64,94.32,56,139507,584329,91.97,82.22,99.01,53.71,33.55,1,391256,16555
7857,POINT (104.989864 20.647167),467526,87.97,28.08,82.54,12719883,57.73,466738,14.83,20.04,27,799255,707969,55.95,20.77,70.4,52.75,93.51,5,712365,5728
7858,POINT (102.387453 22.294013),282134,32.75,36.32,40.6,4309981,36.26,113657,57.08,54.33,55,936919,365986,44.63,24.84,83.9,1.47,86.47,2,797763,5983
7859,POINT (104.579312 22.786866),257801,76.22,59.62,51.09,5362193,76.54,760392,91.72,21.75,53,596834,573086,35.7,62.67,47.92,26.48,63.25,3,992909,18277
7860,POINT (105.539139 19.056718),429302,61.73,53.45,93.24,13819408,51.58,201413,71.61,8.84,31,182173,943915,47.53,52.82,17.51,5.2,3.29,1,664998,13822
7861,POINT (103.338365 22.413978),797543,1.43,48.69,22.62,1935852,53.87,58962,91.56,43.23,21,595403,222157,84.26,36.49,48.03,98.6,46.65,0,186198,4445
7862,POINT (106.561842 11.796362),916096,11.12,91.85,6.5,14826317,60.92,895230,52.52,96.08,34,239008,837232,77.52,40.45,31.79,63.03,4.23,3,176709,21878
7863,POINT (109.076404 13.103459),799690,96.87,57.39,16.61,14050124,3.37,481313,30.55,50.91,34,683771,263737,9.24,65.04,50.6,2.78,82.44,5,539444,19895
7864,POINT (109.127734 13.685870),381288,49.98,24.43,92.89,5489476,27.91,918045,14.77,65.51,38,73405,832917,81.94,15.58,20.38,48.39,23.59,0,681612,17552
7865,POINT (108.360423 12.380764),770092,82.95,69.13,45.13,12506580,12.99,585856,23.97,88.8,66,761665,666301,77.36,76.37,59.99,80.63,45.18,5,88123,3912
7866,POINT (106.757659 17.305567),420849,39.21,83.58,43.4,1454541,29.99,968331,94.49,95.6,57,830372,341201,43.53,64.79,8.5,12.68,73.06,0,193491,6123
7867,POINT (107.003923 16.650210),419771,27.18,70.73,22.03,11378837,97.11,109356,38.18,54.53,39,935431,110644,61.18,12.55,53.42,75.43,12.94,0,729476,22356
7868,POINT (106.069242 11.560223),516305,21.69,38.52,19.75,6341882,49.14,710205,64.48,88.78,22,35626,957185,69.45,64.01,63.55,65.99,70.25,2,309061,20058
7869,POINT (104.764822 21.941527),116091,87.18,99.95,57.3,7326364,17.62,787486,40.92,48.17,52,309947,647679,44.24,26.86,6.8,79.64,31.85,2,184810,16661
7870,POINT (103.060449 22.488779),264612,70.16,87.28,59.65,1256225,88.29,742934,21.16,44.36,45,759707,544893,26.44,21.79,85.24,88.64,76.46,5,475322,20920
7871,POINT (103.399557 21.186845),26714,8.78,93.63,17.32,13626234,93.75,243122,81.39,70.61,53,845844,252482,72.23,82.3,11.59,74.22,54.35,1,707539,17909
7872,POINT (106.088171 22.624450),875174,11.43,3.52,59.14,1570338,92.89,856364,8.68,84.08,67,456946,230814,12.73,89.34,4.69,35.91,17.57,4,383505,22499
7873,POINT (106.304395 9.842281),334793,94.99,35.27,44.65,8742932,6.63,380782,46.39,80.32,42,107063,454028,49.77,92.92,92.39,21.7,75.02,0,139803,9460
7874,POINT (105.459193 21.526294),671936,92.32,28.77,10.79,8958088,41.26,188095,97.99,67.97,52,484983,954821,37.94,88.7,7.58,47.61,92.44,4,466576,14530
7875,POINT (106.299187 20.551929),907458,82.61,12.73,12.94,2322045,92.73,180511,24.95,13.79,51,31272,455930,94.82,81.82,28.12,77.81,62.83,1,426649,2424
7876,POINT (103.579266 21.203436),879244,76.23,15.04,26.27,1163929,80.15,831529,69.26,70.64,20,402317,178075,32.73,32.9,7.28,40.19,82.04,0,583168,11222
7877,POINT (105.347080 10.542282),865074,63.76,69.21,49.93,3958710,23.99,446665,39.89,73.33,21,914132,56406,92.31,12.32,53.15,75.93,11.9,1,823904,23677
7878,POINT (105.681796 19.988170),794330,8.68,4.16,56.69,4499713,10.65,519927,28.0,47.4,76,157768,454282,91.35,8.79,1.44,96.37,12.73,2,222600,2480
7879,POINT (105.167974 9.386865),477353,0.88,94.39,91.5,13635726,28.99,664594,91.63,12.25,52,287843,61429,28.92,9.15,24.64,54.77,18.09,0,361205,3518
7880,POINT (105.891552 20.358746),43925,13.2,60.39,59.13,14805381,99.1,851662,13.37,26.63,74,184008,512277,6.6,66.67,86.78,79.92,39.75,1,617242,13264
7881,POINT (108.032744 11.143764),365429,78.91,64.51,47.16,7355094,9.55,397991,44.89,94.9,36,575815,277994,73.58,78.55,94.57,11.85,13.88,2,168437,21942
7882,POINT (104.843671 20.721912),898699,82.83,37.67,28.63,11657367,58.32,46146,35.47,21.23,25,59880,7866,29.61,57.73,66.47,69.99,22.41,0,382599,15102
7883,POINT (102.947611 22.156544),839720,42.63,29.88,93.6,12707719,3.93,800751,2.69,64.71,55,112984,684314,92.05,30.43,43.43,14.01,72.0,1,21899,2177
7884,POINT (108.993969 11.627129),59673,94.49,3.21,80.35,5626329,66.59,179599,81.99,99.97,70,377051,639966,12.32,32.21,49.58,76.47,71.09,3,49124,14083
7885,POINT (107.161120 11.447573),658880,22.3,30.01,58.44,3792902,59.12,441023,13.05,16.06,76,214182,161921,35.72,10.81,92.29,37.19,60.83,3,812567,2853
7886,POINT (108.014575 12.894214),628335,83.27,94.95,17.4,4162124,46.8,43353,12.39,27.63,34,862170,481881,76.36,39.77,67.78,13.14,16.16,0,94396,24846
7887,POINT (107.207809 16.715537),613960,90.08,29.79,26.64,1633884,87.88,496384,63.37,82.27,76,866628,598032,60.93,67.31,83.87,92.85,25.49,0,447297,22385
7888,POINT (107.012808 21.114936),828463,53.4,65.57,4.93,5817760,55.43,922916,33.16,19.11,46,424972,654988,88.97,46.62,89.02,16.96,39.7,3,631370,2843
7889,POINT (108.017850 11.179056),509542,86.15,28.48,52.34,9445519,21.36,536626,23.54,45.22,33,645720,591500,96.69,22.11,79.62,27.98,49.19,1,695073,20884
7890,POINT (103.292790 21.818555),403642,5.69,32.93,82.76,12901519,23.76,274488,69.19,66.5,59,151930,97012,40.62,79.1,1.53,36.43,21.18,2,13801,6474
7891,POINT (106.155427 22.665018),838299,47.46,44.06,27.96,13896857,72.1,313703,19.05,28.12,78,931559,797329,85.17,28.13,63.36,97.69,17.63,0,278658,7914
7892,POINT (104.171050 21.772805),566365,93.74,17.32,11.83,6526408,10.89,260783,21.24,30.01,58,418408,177741,14.95,59.92,76.03,53.25,21.37,4,440023,4147
7893,POINT (106.874442 16.510739),584663,31.04,36.41,10.13,6137398,40.51,797857,12.37,78.38,73,733454,415142,35.63,2.77,17.92,22.46,47.02,1,502850,15258
7894,POINT (105.421192 22.217480),94217,28.74,58.15,57.67,2762974,28.54,478164,83.2,41.38,22,611160,314041,47.1,27.0,32.18,44.05,73.35,4,858261,16617
7895,POINT (103.355392 22.238620),970458,69.78,12.99,99.61,9855226,6.0,615612,94.86,83.54,60,59850,795799,96.65,42.7,28.32,49.87,33.78,0,800417,3079
7896,POINT (106.736190 11.143923),16705,21.53,53.1,55.38,8007234,99.01,401116,28.2,10.0,80,999759,528470,99.23,37.35,76.21,15.77,7.18,4,402770,20469
7897,POINT (103.721207 21.893048),769910,50.83,2.98,74.38,6394235,43.68,348615,42.78,91.38,60,51664,895195,79.37,77.78,38.56,99.25,90.85,5,473009,20194
7898,POINT (108.989543 13.866299),781018,83.18,53.28,30.39,6032546,81.3,73204,71.01,94.97,32,411877,153655,29.56,77.47,77.84,1.3,23.45,2,681173,13624
7899,POINT (108.624508 15.454358),873287,46.23,32.91,36.11,12142848,94.99,444041,18.63,82.25,69,424442,995706,10.07,44.07,34.78,93.28,26.95,5,883647,6241
7900,POINT (104.443624 22.455469),375864,16.3,73.7,68.54,2729908,86.76,655818,28.17,17.64,74,553091,467132,33.67,37.92,53.58,92.38,1.2,4,744327,2708
7901,POINT (105.739513 9.575298),360313,11.2,53.61,86.43,12255655,10.38,979147,15.64,21.12,62,374050,199164,27.83,30.94,4.88,61.68,39.29,3,832329,5144
7902,POINT (105.736205 22.219966),96784,54.13,85.19,96.63,6859992,31.5,111236,43.13,38.99,66,270621,702828,59.04,70.61,75.97,55.71,82.68,4,69447,16818
7903,POINT (107.833315 15.264481),153199,0.93,20.04,32.73,5969011,84.03,559397,93.05,60.15,31,729617,425397,69.53,23.45,84.99,33.9,59.14,2,399148,9031
7904,POINT (105.866555 22.675724),758541,59.79,12.83,93.11,5977588,56.98,849813,19.44,49.89,56,781019,14735,49.58,45.61,65.34,40.53,51.27,5,676969,8789
7905,POINT (106.212265 20.800768),443019,38.92,45.22,15.53,8044014,90.68,197061,76.82,47.74,22,862131,410105,79.61,31.58,89.77,41.15,70.53,3,313726,17765
7906,POINT (108.637490 15.093835),7225,73.59,90.2,23.06,1946416,83.01,45886,29.14,92.82,20,239427,73183,89.53,45.77,65.05,7.88,41.63,4,425199,2502
7907,POINT (105.045082 22.799402),669475,73.54,38.02,69.4,11223808,50.96,626612,30.03,71.0,22,82169,658296,27.5,37.24,61.08,20.11,97.46,3,602022,12456
7908,POINT (106.298049 20.871821),816381,34.6,99.98,0.39,9923804,44.69,175884,53.23,19.58,50,600254,363518,71.41,97.19,74.38,6.87,99.2,0,123595,2130
7909,POINT (109.022586 11.872122),877767,31.74,13.07,0.37,4589849,52.88,104885,44.24,21.32,34,393881,819551,16.72,78.99,10.43,67.14,6.36,1,230910,10697
7910,POINT (105.360669 10.158584),334232,96.63,44.94,89.81,4029250,90.72,378977,78.85,52.2,39,94736,571840,40.19,90.4,2.56,35.97,7.81,5,161528,23530
7911,POINT (102.343641 22.280992),172056,71.37,23.1,94.55,4234037,25.19,170600,92.1,62.5,53,109814,686509,53.36,49.28,83.83,53.32,46.86,4,541970,17700
7912,POINT (108.622111 12.076160),908265,52.77,38.41,5.83,13211111,13.91,636880,14.16,87.74,50,269017,204457,18.22,41.78,97.42,71.45,14.04,0,399003,22164
7913,POINT (106.821603 21.267620),661024,94.4,45.62,18.42,14597746,34.07,693158,58.96,42.6,52,718171,583639,87.78,99.96,34.79,66.1,62.17,3,480519,16216
7914,POINT (107.663257 11.690350),567475,82.63,8.48,17.86,10942145,43.05,681456,75.65,89.12,65,197884,281806,72.15,40.98,25.08,59.39,10.49,1,445529,18205
7915,POINT (104.588154 22.700134),963700,28.47,21.68,46.66,14708691,70.72,459020,16.4,52.44,23,455527,931398,90.49,90.04,79.91,85.34,4.27,3,320884,9144
7916,POINT (105.875499 9.575047),29813,25.48,25.3,40.61,1527692,72.22,547973,61.26,42.85,73,200630,298592,35.96,95.32,68.19,96.68,86.95,2,166542,19570
7917,POINT (105.655555 9.940871),189294,88.54,35.45,82.34,2248715,40.59,476643,25.73,74.85,24,903309,904824,49.92,19.67,13.81,48.75,3.5,4,983859,21498
7918,POINT (108.247364 13.672084),352886,37.93,98.25,41.54,14388124,35.27,877480,81.59,63.25,48,300588,146919,76.0,87.6,52.57,76.18,92.11,1,655241,2172
7919,POINT (105.033849 19.526516),544011,92.89,23.14,89.06,10467681,58.99,620967,23.92,45.19,24,760609,505706,84.83,4.5,63.35,89.88,36.08,5,626519,22537
7920,POINT (107.245187 10.971579),103736,3.5,44.73,70.99,4857785,99.23,649166,75.17,92.22,22,131353,2179,38.01,80.15,23.77,96.65,30.05,1,819006,12594
7921,POINT (107.299839 21.147782),590590,54.23,66.43,25.01,8975988,76.18,415359,64.67,35.59,73,605433,993313,64.24,41.32,23.79,9.81,63.73,5,680394,12399
7922,POINT (104.098616 22.459979),653262,23.31,59.04,41.03,3600854,61.13,471779,76.48,65.05,23,545180,22902,72.73,66.44,44.76,46.82,76.93,4,798406,8299
7923,POINT (106.308519 18.073405),620070,37.35,31.88,57.6,2283048,38.91,206252,62.8,29.73,42,174934,973972,24.38,55.97,23.11,0.02,10.95,5,645156,9736
7924,POINT (105.958331 10.507083),847622,31.51,32.87,27.8,10112858,56.14,192313,51.37,53.45,63,17506,349795,8.56,4.02,41.42,8.57,14.38,2,780297,15065
7925,POINT (105.481867 20.365768),930018,44.83,48.99,59.51,13989526,90.32,174958,69.32,32.14,62,575335,125194,17.88,7.41,40.04,77.67,51.08,4,546740,24328
7926,POINT (105.516991 10.147331),642207,81.85,58.96,80.73,13425331,18.38,941565,92.05,81.8,47,184393,601470,50.11,32.21,13.23,47.8,59.48,1,532738,24293
7927,POINT (105.932674 9.689776),767298,25.08,30.93,42.77,9802623,55.26,356752,9.14,4.43,36,866826,3218,16.17,45.84,54.0,67.13,19.61,2,474362,5817
7928,POINT (104.310438 22.124394),369339,10.71,67.47,31.03,11178398,77.29,283920,48.98,93.59,55,391668,688732,33.6,31.21,19.27,74.31,47.37,2,946128,2559
7929,POINT (106.028980 17.709057),629501,81.02,96.07,87.97,9660150,82.04,864428,12.66,37.81,30,169735,194539,17.5,30.3,36.19,47.77,51.78,2,432567,5418
7930,POINT (103.242320 21.968549),623939,42.44,34.41,42.6,10581150,48.05,998924,38.5,81.71,75,233096,885620,94.1,74.36,61.57,13.13,11.17,3,994225,4153
7931,POINT (105.991914 10.618106),915267,64.03,9.62,69.18,5330784,74.38,633581,20.5,65.42,20,82672,855157,73.41,61.26,16.7,5.54,75.18,3,334044,3026
7932,POINT (107.079457 21.201886),609264,64.03,88.21,56.08,1332854,27.26,498222,83.43,10.69,25,217333,892489,7.25,5.94,22.2,17.02,43.59,5,228184,21279
7933,POINT (108.822658 14.856605),36688,26.04,18.32,91.85,13349699,54.72,949754,79.28,66.29,80,812647,49634,65.9,14.92,62.81,60.29,66.9,0,374808,6693
7934,POINT (104.881899 20.781239),297116,87.75,17.27,19.75,2438122,40.58,362464,17.92,85.21,69,545106,676400,94.17,97.0,13.19,64.03,42.19,4,700440,24182
7935,POINT (105.486556 20.626549),297570,10.35,13.45,90.1,6819387,59.09,98211,68.99,73.43,43,193078,983659,18.0,17.18,92.01,54.61,29.17,1,152804,1787
7936,POINT (108.520402 12.833159),132230,58.21,49.44,68.04,9627582,87.88,22158,18.69,72.11,63,577746,504151,58.46,59.95,84.91,27.86,9.2,2,480898,20013
7937,POINT (105.713982 20.330574),124472,26.06,31.28,22.33,7501409,24.83,862611,42.2,4.38,62,709314,643284,24.52,93.27,23.27,94.32,32.28,3,610141,17194
7938,POINT (105.816049 18.342087),886831,64.34,66.56,90.55,8944678,43.47,287026,6.7,85.17,77,585469,92499,19.65,29.63,82.59,79.33,57.22,2,49875,9383
7939,POINT (106.803134 10.625972),452107,88.09,44.67,38.14,11246401,61.67,19135,39.93,44.22,50,296471,851186,75.06,86.98,57.41,87.58,70.81,1,686450,8777
7940,POINT (106.126541 17.636455),573707,7.29,99.46,92.28,10292197,0.11,718546,96.92,68.17,39,193856,780435,17.93,80.93,86.64,20.82,50.54,1,761560,2534
7941,POINT (103.616517 22.365481),32132,1.39,16.69,54.21,8214259,81.41,774674,67.31,91.62,23,697099,184348,36.93,75.37,90.56,20.26,1.86,4,563107,17272
7942,POINT (106.045665 22.135504),330573,39.79,63.29,81.77,11743465,29.05,156070,38.99,1.93,43,482889,988564,54.3,8.4,41.76,22.09,38.76,0,383218,15584
7943,POINT (105.754492 22.008276),218748,47.22,41.36,77.71,6776111,3.4,120203,50.0,21.9,30,434507,599016,73.57,35.31,57.0,10.07,82.66,5,327101,3926
7944,POINT (108.004329 15.710086),574242,23.62,48.24,46.51,5060765,77.89,825260,9.63,16.66,34,161369,259416,40.25,60.66,93.6,43.83,94.17,5,452820,15483
7945,POINT (105.719165 21.188941),420025,73.79,42.45,59.46,8627519,83.11,416118,56.87,9.26,35,982245,379732,12.8,84.28,73.76,96.77,48.69,1,877810,21211
7946,POINT (105.040832 22.438778),730101,29.33,48.3,76.44,10110912,31.09,412902,46.91,36.07,79,589240,636829,51.82,0.1,40.49,57.41,53.9,1,664572,13297
7947,POINT (106.045099 20.795981),487624,27.32,35.74,46.76,10382068,11.82,318002,52.38,93.45,44,585621,669951,87.35,29.46,92.0,63.77,98.81,0,116088,2145
7948,POINT (108.614164 11.433755),876138,51.96,81.63,52.58,14184742,85.86,497333,94.5,59.43,47,116038,727416,26.12,86.94,68.85,31.9,43.01,1,997821,16823
7949,POINT (107.547782 11.037438),29063,69.56,4.45,15.44,10222528,71.3,393901,5.2,97.94,45,302262,700825,68.13,1.56,82.69,13.0,80.46,1,938525,1850
7950,POINT (104.630678 22.611662),617581,72.1,49.13,69.57,3665207,86.79,737627,54.63,14.19,70,33940,636901,38.52,6.55,8.86,24.56,42.62,3,522746,13343
7951,POINT (108.334617 13.209072),352286,46.71,78.63,42.8,9705688,21.6,471809,56.29,96.92,40,396259,797746,14.18,29.19,89.03,78.67,46.97,0,395153,10585
7952,POINT (106.485371 11.465402),368162,55.41,54.05,75.63,3116403,50.94,769802,38.65,43.06,41,120678,189887,23.86,51.96,35.33,87.2,30.19,2,126109,11040
7953,POINT (104.967955 22.146002),550783,77.45,87.63,73.27,1826629,17.84,375456,76.72,13.01,76,91873,38122,0.43,15.56,56.03,30.62,8.12,1,935698,17643
7954,POINT (107.975789 11.579987),840733,14.33,34.95,91.01,12020495,7.96,202474,83.93,89.9,22,422036,563218,1.05,92.31,85.77,53.56,83.07,0,536659,3501
7955,POINT (104.687714 21.410949),953678,78.38,79.58,79.47,12254003,89.54,894490,99.23,3.49,47,218111,227422,23.74,66.58,61.09,68.72,55.9,2,692752,15968
7956,POINT (103.090076 21.108009),846063,56.83,50.57,28.75,12302073,30.14,644307,69.55,69.0,66,634046,785899,5.71,69.5,41.82,35.92,76.43,2,468354,8923
7957,POINT (108.738968 11.466977),155795,63.0,9.38,18.91,6782392,45.25,404397,20.57,87.51,46,2567,64256,68.32,63.69,51.72,5.8,1.21,3,842333,11554
7958,POINT (105.668356 10.189875),891682,68.46,22.4,15.0,14258274,89.84,486651,59.08,36.54,79,868658,191437,21.23,78.05,38.65,86.03,59.71,2,141595,2279
7959,POINT (103.554208 21.870023),128179,38.86,1.78,83.49,4222068,7.66,832621,1.66,53.26,44,408462,17662,96.0,56.9,36.24,13.91,15.64,5,835188,20313
7960,POINT (107.562467 12.286946),453870,93.65,52.11,44.25,7296309,12.78,247355,8.37,36.4,67,409354,225865,59.59,48.82,88.17,27.65,38.56,5,465949,21479
7961,POINT (108.923997 11.707823),649135,60.24,4.81,47.96,4145307,6.85,910955,95.26,17.03,57,36240,752666,80.86,70.17,77.94,99.46,23.78,3,740576,18235
7962,POINT (107.822406 15.082623),729476,85.37,2.83,32.58,8225751,1.76,141083,4.23,37.19,74,636267,129568,16.5,30.91,13.11,91.56,83.25,4,63089,15082
7963,POINT (104.335472 22.674589),274465,64.68,83.99,37.51,5163074,4.89,160715,72.63,4.53,62,157434,167369,29.55,64.38,93.28,31.74,32.26,4,514608,12374
7964,POINT (108.304702 12.242292),84999,43.6,23.0,0.9,11863908,98.77,50277,40.08,74.86,71,126768,705654,18.24,31.89,23.75,61.42,4.42,2,838857,23217
7965,POINT (108.253205 14.589408),676950,91.9,62.94,3.74,1850467,2.45,218984,96.69,25.78,20,223988,568986,77.01,64.9,2.87,34.43,32.4,0,386130,13764
7966,POINT (106.143186 21.193876),880041,55.41,99.99,95.24,8220668,87.67,651896,21.64,63.68,80,587640,150881,21.55,26.92,8.82,66.73,81.24,5,177204,8407
7967,POINT (106.251146 9.567258),574680,12.1,31.28,68.37,4874083,10.05,375247,12.85,39.56,45,11198,753135,72.32,23.39,99.31,30.66,54.21,0,570254,9408
7968,POINT (104.288132 21.246638),834236,67.53,88.4,89.96,2608264,13.68,660361,7.72,35.74,75,972913,663764,67.87,64.36,90.74,59.4,1.28,1,156129,1348
7969,POINT (107.551973 14.060934),760094,8.81,94.71,13.72,3529939,64.41,162591,0.76,56.69,74,427302,768741,64.7,42.45,95.09,83.88,11.3,1,170207,20646
7970,POINT (106.233109 17.658426),762160,67.38,30.82,47.52,11012416,49.6,939197,97.5,27.75,40,449866,764607,48.37,36.6,99.48,83.18,29.74,4,588236,23788
7971,POINT (104.797285 22.886006),562767,59.32,55.92,85.06,4476700,2.36,248658,85.56,64.89,67,813748,176040,30.01,86.03,12.72,17.02,94.29,3,151282,11422
7972,POINT (108.811032 12.138152),410812,83.97,56.58,30.99,5823346,50.24,971440,37.91,75.05,47,779162,313140,36.37,30.01,29.55,81.93,38.42,0,786607,4217
7973,POINT (107.965781 16.087507),502064,72.84,14.92,29.64,4253777,26.46,684931,99.52,40.64,59,680056,113735,31.51,91.99,73.84,74.61,45.39,3,603389,5016
7974,POINT (105.699435 22.245803),829429,5.79,72.27,44.69,10185688,89.61,596019,50.41,33.92,72,857584,872641,29.48,85.95,59.73,42.75,51.65,3,359121,17472
7975,POINT (106.533742 11.710543),546747,80.95,83.87,98.82,3887601,99.92,483424,8.51,98.0,50,525906,386756,98.09,83.19,58.74,4.93,36.33,5,573704,3355
7976,POINT (105.773477 18.749040),524558,84.83,19.58,46.35,8308947,16.39,551216,44.86,4.83,50,198270,972995,31.7,58.93,89.31,19.89,68.24,1,332457,10657
7977,POINT (108.192088 15.251410),399603,67.76,77.58,17.46,1798947,60.46,710545,64.81,49.01,33,889553,179640,50.4,91.22,53.3,19.28,72.81,3,875097,22841
7978,POINT (102.979427 21.460709),425905,86.63,67.91,7.86,10141701,59.75,311509,93.24,10.49,59,756823,669804,59.36,64.11,26.0,29.76,0.05,4,207041,13233
7979,POINT (107.520438 16.109012),834508,67.81,86.73,37.03,6194914,74.03,137433,54.91,9.97,62,347056,621628,5.52,70.82,6.31,1.22,25.46,5,115121,5223
7980,POINT (105.944790 20.332398),563580,46.1,68.9,54.12,3926700,51.57,202931,17.14,49.77,67,977818,588863,10.5,89.31,74.35,24.5,32.68,4,641051,23969
7981,POINT (104.341063 19.381351),406242,81.62,44.76,50.83,4396913,16.52,971710,87.49,78.3,78,485911,438977,77.56,34.75,80.85,83.73,14.3,0,527645,18995
7982,POINT (102.599578 21.962416),302521,16.1,85.46,73.67,7462276,68.43,890799,26.47,82.92,61,847910,923555,91.56,91.15,73.26,81.86,14.06,5,324010,19338
7983,POINT (105.505773 20.224732),234351,8.0,22.74,42.42,13653595,35.23,913273,68.75,37.16,70,25076,665485,64.85,64.77,55.97,22.08,47.61,0,403270,7525
7984,POINT (106.474462 21.640256),515175,42.35,45.93,1.95,11909398,23.6,966490,29.14,34.72,78,677592,513830,47.24,86.07,76.14,66.57,2.05,4,87983,9872
7985,POINT (103.092621 22.067025),583379,79.02,77.11,49.29,5062003,71.51,310224,8.27,60.26,47,762771,219548,12.29,46.36,92.45,4.78,37.9,3,722638,6005
