id,geom,People Density,Unemployment Rate,Population,Water Access,Households,Average Age,Vehicle Ownership,Health Facilities,Literacy Rate,Mortality,Electricity Access,Birth Rate,Death Rate,Internet Access,Migration,Employment Rate,Income per Capita,Family Identity Card,Registered Residents,School Enrollment
4814,POINT (138.481974 37.220008),2196,36.12,421366,40.49,438011,68,1,922475,47.83,47.1,55.0,33.93,15.11,77.34,45.05,32.69,12887139,755062,689997,62.12
4815,POINT (131.879257 34.145532),3832,53.22,237558,94.34,364591,58,4,737927,24.68,44.18,76.39,48.67,17.46,42.23,17.54,23.88,8566920,534669,428311,35.94
4816,POINT (131.273534 31.552601),5605,16.27,811339,65.12,251659,36,5,125606,82.09,10.92,34.36,13.64,58.42,98.67,34.7,0.86,14639790,22785,779809,79.67
4817,POINT (142.119276 44.534054),14402,57.52,793078,61.21,790673,56,1,765675,67.37,18.44,74.2,52.92,18.76,26.39,70.77,36.77,11176733,527235,120680,28.06
4818,POINT (135.030241 34.638004),11083,10.54,729024,19.33,34616,53,4,406074,62.74,3.14,24.07,55.08,59.0,93.69,75.8,67.24,14081797,664620,825159,77.56
4819,POINT (139.938014 35.752002),7659,59.73,455983,46.7,591304,65,2,985245,27.61,38.03,26.47,27.92,32.22,16.71,15.41,32.98,13058520,684696,220380,2.93
4820,POINT (137.392933 35.825025),23889,7.26,248318,52.39,820897,24,4,802645,56.01,73.11,9.44,20.95,75.04,99.91,78.82,3.98,7152346,928934,577542,94.65
4821,POINT (138.725737 36.705538),19221,95.09,67049,91.53,355852,37,4,374332,46.63,68.52,30.11,64.81,72.85,14.56,84.78,35.13,7579974,825073,826505,86.84
4822,POINT (143.579979 42.763467),9389,52.81,213009,55.15,497839,77,2,753316,38.66,94.49,91.67,59.15,5.14,53.47,29.35,90.4,13719421,880501,419490,27.0
4823,POINT (142.744964 44.471611),2224,19.27,837028,43.88,764995,49,5,88083,71.45,36.23,5.73,37.49,63.64,2.4,82.63,93.79,5426384,590290,487568,11.63
4824,POINT (135.273682 35.389089),22794,93.43,628209,39.5,406504,24,0,395346,33.53,90.4,42.25,99.99,17.51,65.66,66.79,20.07,2173417,360304,816114,64.31
4825,POINT (132.999792 33.202818),15090,41.34,701700,87.26,337137,67,0,146547,45.78,29.99,93.4,37.03,85.95,44.8,27.16,35.08,9377741,423738,803419,84.62
4826,POINT (140.566089 42.670883),2288,28.0,272491,91.64,363398,31,5,346972,89.82,27.55,7.96,20.46,20.07,86.69,97.27,27.4,5654758,165220,414704,6.43
4827,POINT (131.499331 32.345537),19641,77.55,89524,55.46,305832,78,2,630340,82.41,88.31,1.79,29.1,82.5,27.58,68.58,7.78,13243129,415148,496273,43.48
4828,POINT (138.516232 37.195376),22111,74.93,377026,36.29,614757,32,3,249316,96.75,27.94,76.28,48.18,11.28,77.92,83.3,87.81,12371587,297031,129110,51.51
4829,POINT (140.744754 40.706448),1830,6.97,413487,7.94,782225,58,0,735801,99.11,16.77,23.1,87.78,79.92,7.9,97.37,41.05,3069197,801188,910689,18.76
4830,POINT (135.953500 34.191358),22560,38.45,741526,8.49,729607,62,4,647543,28.87,55.58,47.16,94.78,83.53,22.21,17.14,72.41,10399533,997460,853697,20.67
4831,POINT (136.956322 37.039136),5552,99.67,941404,19.03,720811,48,4,307457,54.23,54.57,17.29,71.9,76.9,33.26,74.34,63.24,14051087,730469,425481,20.57
4832,POINT (142.110139 42.682919),17366,93.05,440926,55.73,356042,70,1,386959,77.69,4.69,6.07,89.81,82.37,38.93,54.82,69.73,10275055,593988,550306,39.19
4833,POINT (143.116216 43.439033),7399,70.0,328001,35.35,62523,59,5,254593,84.96,29.8,52.41,93.96,88.22,83.0,37.56,64.92,14873409,737672,234271,67.61
4834,POINT (140.302549 36.913379),3876,41.5,403046,34.89,759194,34,0,912837,78.7,86.82,69.82,4.49,23.77,26.88,19.43,99.8,1738950,733113,829445,10.72
4835,POINT (143.274678 42.681654),13255,44.45,887125,99.45,541843,34,5,157179,88.65,23.09,41.13,25.87,39.74,83.36,54.47,56.04,5872971,367421,939343,13.77
4836,POINT (139.812681 38.227123),9219,47.22,200674,11.55,931321,45,2,379276,61.92,71.9,57.9,24.32,40.7,71.23,5.98,90.9,7656288,335685,722484,36.04
4837,POINT (141.359272 41.035595),7461,88.5,206070,64.31,502090,33,4,930356,61.05,62.36,39.99,6.97,24.39,50.26,21.55,22.13,5414399,235095,916649,76.96
4838,POINT (130.318563 32.426756),20284,10.58,852521,37.7,646391,31,5,311291,3.53,0.13,83.56,98.89,4.71,3.53,8.38,39.91,11476206,711449,68511,2.63
4839,POINT (140.709635 39.558138),5564,56.01,859496,95.6,674767,63,5,431176,3.61,72.16,37.86,25.53,0.42,60.99,58.04,36.6,14581007,767785,687108,33.85
4840,POINT (139.827275 38.239250),4562,96.97,797586,30.17,441668,63,4,462261,78.72,11.78,58.42,86.61,77.54,65.09,2.41,13.39,12714842,937252,307712,25.44
4841,POINT (131.404056 34.391497),17147,62.4,964031,79.41,816999,71,2,129183,24.08,41.02,13.03,73.24,87.57,38.44,23.93,18.78,9411095,533423,653242,89.59
4842,POINT (132.472967 35.067220),24974,88.41,468809,82.29,796028,37,3,135834,96.48,98.61,79.96,52.21,53.4,67.62,16.66,41.13,6988181,60432,798059,93.55
4843,POINT (141.438400 40.484440),22093,28.92,370120,70.67,28402,36,1,445210,34.11,38.46,86.81,23.35,53.0,21.13,31.64,18.88,3207753,327487,742766,67.5
4844,POINT (140.088788 35.121153),22183,34.27,379735,14.86,334073,56,0,424964,85.95,2.71,69.5,68.03,77.63,26.02,17.81,16.92,4749534,554286,457180,52.22
4845,POINT (145.357543 43.238458),20423,84.2,912619,4.65,950186,60,3,571484,51.49,50.43,78.23,31.86,66.23,75.02,23.65,21.27,12428970,979925,178250,30.58
4846,POINT (142.570556 42.904904),2904,46.72,545314,2.76,896170,27,3,877599,66.93,11.72,2.42,9.46,24.48,36.88,90.09,92.23,1508893,672361,390554,51.86
4847,POINT (144.042102 43.249663),4203,51.14,170514,5.9,204076,58,5,361772,12.42,78.75,5.18,74.22,60.38,37.28,54.11,28.06,9258208,699324,837466,66.44
4848,POINT (136.895790 34.524172),20066,83.3,215453,76.35,134362,66,4,445326,8.07,88.26,73.86,58.92,94.38,61.12,76.12,72.32,9804884,721845,239214,44.5
4849,POINT (140.514776 39.404800),16453,76.59,794017,90.66,68263,52,0,737009,41.03,96.62,54.87,29.38,28.15,2.15,83.41,99.73,7561799,992223,574201,10.13
4850,POINT (136.861768 36.866692),22105,41.6,242511,7.76,370277,65,0,179004,41.03,16.09,11.26,17.04,32.08,70.92,51.78,74.36,5807853,266105,990173,9.53
4851,POINT (132.666798 33.013044),20304,53.97,647390,39.37,255618,80,3,679686,63.8,15.42,21.55,54.84,73.12,3.86,6.29,10.66,8058210,823690,955402,53.49
4852,POINT (137.158528 34.785746),22887,39.57,370773,66.66,856866,53,4,90377,94.56,78.84,53.33,24.03,47.87,40.03,6.33,60.8,9374842,237679,849219,27.65
4853,POINT (140.282233 38.631270),13794,83.6,454702,46.89,610075,68,5,584122,53.69,85.85,64.89,29.36,46.25,4.58,95.74,43.32,13485767,962286,938725,39.13
4854,POINT (134.178225 34.888627),8171,9.62,951561,15.77,576152,22,2,775161,96.64,22.68,53.72,48.64,72.17,28.01,99.84,3.51,14720672,441414,159705,65.26
4855,POINT (143.549616 43.944047),5141,11.19,801164,52.83,839910,57,3,986483,79.94,53.76,51.52,59.18,72.61,52.55,65.29,36.94,11328870,441420,404636,49.83
4856,POINT (136.134254 35.896671),18852,33.27,654928,55.31,343879,67,4,505129,53.27,59.78,99.14,69.12,8.61,32.27,20.62,41.82,6649110,807777,59620,17.43
4857,POINT (131.537858 32.366789),11208,78.04,639293,60.88,36472,79,3,767584,2.6,7.31,70.01,87.4,80.75,78.13,8.33,89.44,11452637,422791,749837,96.21
4858,POINT (132.670624 34.421109),21462,39.1,49849,14.67,946746,63,3,237987,67.5,60.27,66.72,64.88,39.74,44.31,3.18,62.87,5226417,232904,330464,11.22
4859,POINT (144.970095 43.538862),7905,94.49,788094,0.44,866483,61,0,373037,22.79,61.67,52.08,10.72,19.09,57.42,21.77,88.24,11720524,562916,275982,9.65
4860,POINT (137.615459 36.741854),24329,56.96,674183,89.37,472422,42,5,335327,51.5,29.42,56.25,1.08,16.36,91.27,92.58,78.65,8392001,734458,217828,91.72
4861,POINT (144.207326 43.190636),18207,5.07,558737,73.3,180497,27,1,629647,99.2,25.31,29.88,0.24,75.7,93.45,33.6,28.23,7582494,330800,769767,51.76
4862,POINT (138.774436 37.459298),5941,45.89,88970,23.75,875943,37,5,660197,76.03,92.24,96.59,4.05,4.98,21.77,49.54,13.51,13373600,295669,263027,91.39
4863,POINT (130.481235 31.815123),19289,81.4,755169,78.79,361213,36,3,599387,51.21,48.0,51.33,63.47,13.55,24.69,55.31,58.05,7334415,195044,261254,71.46
4864,POINT (129.987405 33.222889),2980,33.22,10013,44.79,799987,69,2,834841,94.98,37.43,70.53,88.36,14.89,13.3,58.14,34.79,14829568,130919,89423,19.08
4865,POINT (143.494383 44.190252),19985,65.34,923603,60.08,359640,64,3,487364,15.03,39.03,42.6,93.24,55.33,50.07,89.65,42.28,9441971,988882,855552,89.49
4866,POINT (139.868860 36.247922),20927,64.23,810926,13.39,491319,47,3,45284,10.33,20.69,9.1,77.8,82.99,26.89,75.86,83.76,5312492,629445,406777,41.26
4867,POINT (133.291623 34.720938),11024,95.79,566452,72.07,190223,57,5,603472,51.44,17.16,54.83,54.01,22.76,18.43,46.08,30.42,12158615,587406,203935,21.66
4868,POINT (138.074736 36.174868),9501,61.27,779373,92.06,556100,63,5,94398,39.01,43.85,46.76,0.15,21.22,60.04,92.06,89.33,1776394,387940,524735,89.02
4869,POINT (133.162869 35.071796),3482,71.07,107702,57.82,520168,73,1,359998,47.13,31.14,29.84,20.6,81.93,10.09,21.71,89.79,11672650,435179,553080,98.02
4870,POINT (140.933137 38.313922),10374,34.31,421776,7.46,175035,76,5,44750,44.61,11.25,9.14,20.64,18.2,75.83,53.37,37.27,5252619,351825,589768,21.85
4871,POINT (142.549292 42.783294),14272,38.87,867431,73.13,376836,26,5,320377,52.15,63.15,28.71,90.64,34.32,4.32,2.27,10.38,3054748,316049,271806,88.15
4872,POINT (139.298075 37.211632),22961,76.89,556552,4.55,115742,44,4,624196,24.07,19.53,19.17,75.78,76.41,25.03,15.47,52.44,3363296,577681,689080,70.83
4873,POINT (141.415992 40.043141),3317,64.17,824123,7.96,323385,65,3,559052,27.12,82.26,54.42,78.16,84.32,27.14,86.23,95.23,1038586,595653,1659,35.47
4874,POINT (143.608933 43.511026),15571,67.9,356111,91.91,965959,68,5,749435,89.33,89.64,12.83,12.78,33.05,75.86,47.64,63.73,1904884,399776,808524,41.52
4875,POINT (144.144182 43.739735),24651,0.15,695512,71.86,565531,23,2,615986,37.15,47.21,2.92,54.91,44.4,86.42,7.83,2.07,2557071,798821,574424,53.69
4876,POINT (144.071941 43.221264),8872,39.74,644979,58.77,713799,54,0,472947,20.2,38.16,34.25,13.35,92.89,60.45,9.83,38.2,4721745,692444,592220,46.86
4877,POINT (138.460666 36.437491),24050,53.97,51112,81.23,824011,76,3,943232,64.61,92.01,26.96,8.38,41.77,23.77,76.33,21.69,8235410,266065,358558,97.0
4878,POINT (137.414923 35.994892),20357,27.08,363211,55.88,434854,40,4,153028,49.19,95.31,89.37,58.29,8.31,39.97,97.42,5.23,13607878,198385,709222,34.92
4879,POINT (143.340297 43.838033),16845,60.99,24760,75.47,965789,43,1,621759,8.97,56.17,35.8,21.64,34.64,56.92,10.67,50.66,2065109,662421,662447,18.87
4880,POINT (132.072989 33.382771),24907,36.01,204454,65.69,343093,41,2,967088,30.2,84.96,96.42,41.88,60.95,1.6,2.02,15.7,13007056,416892,574020,35.85
4881,POINT (132.982603 34.832488),11216,58.55,510978,50.29,262728,60,3,460193,28.55,99.17,20.81,63.14,91.19,24.43,61.71,30.31,3911705,468316,258206,15.44
4882,POINT (138.525407 37.190962),7415,68.49,946004,57.42,740991,43,4,235148,70.37,60.85,3.77,51.79,24.37,62.59,62.54,46.01,6246459,364566,23415,63.82
4883,POINT (139.553664 38.368108),3851,0.92,9095,60.27,145369,52,0,519796,20.84,50.32,57.21,0.04,12.69,7.98,89.72,48.79,2256213,461565,442238,4.82
4884,POINT (142.017616 44.777677),5375,36.57,869550,86.63,924904,46,1,788326,87.98,83.6,50.44,56.55,71.55,58.8,33.65,12.02,2512304,410134,61823,14.72
4885,POINT (137.409928 36.648977),24216,43.48,905685,29.64,56389,69,5,169100,15.83,21.68,27.72,17.71,33.93,34.83,70.57,86.44,9779110,49217,56239,79.9
4886,POINT (140.369585 37.471928),6198,85.29,525488,57.4,918079,54,4,34305,1.3,53.1,20.04,24.3,80.84,6.43,45.21,97.7,4034536,432269,890481,55.64
4887,POINT (142.740453 44.311099),17055,46.11,641757,86.2,986535,34,1,916234,10.95,23.64,81.59,91.71,16.18,9.3,50.07,80.17,11644816,269791,152524,61.18
4888,POINT (141.652969 39.271741),22833,44.57,639860,58.36,136953,77,3,796827,99.37,94.2,83.02,96.9,29.38,97.28,16.04,94.57,14173872,20747,924298,90.02
4889,POINT (142.958241 44.019911),3747,48.17,159442,57.47,987854,55,4,675213,75.59,73.48,50.48,20.27,4.7,78.22,94.69,34.74,11577947,413510,317396,88.08
4890,POINT (144.825757 43.162681),14742,95.13,554503,87.51,21421,56,0,976233,44.69,28.24,73.1,50.93,70.16,42.63,9.97,62.25,1830785,551380,924774,23.8
4891,POINT (144.489065 43.673285),24560,60.43,787377,55.17,623782,53,5,767541,85.58,1.59,8.25,8.14,2.74,81.75,48.24,27.21,12693447,939781,736306,37.34
4892,POINT (137.682445 35.958815),10885,64.06,239568,73.17,763407,34,5,937069,60.71,42.02,63.03,24.13,66.09,82.87,78.26,65.85,3034167,643347,694585,79.81
4893,POINT (140.927177 40.904585),7033,65.81,529002,15.88,967164,66,0,882384,52.96,25.35,16.28,69.58,22.94,8.78,75.35,5.61,9700539,119606,351652,42.59
4894,POINT (140.994580 42.669478),11123,86.91,143373,30.27,57759,66,2,527681,77.53,32.73,59.04,1.63,21.61,43.22,38.75,40.32,2745562,119964,845407,83.47
4895,POINT (141.681740 45.207325),6674,51.79,674683,91.07,568652,40,0,756483,40.62,13.99,71.89,25.15,39.6,41.19,95.22,20.04,11398005,744098,876806,40.16
4896,POINT (141.371116 39.632995),18716,39.48,73141,34.92,590519,31,1,983953,75.16,17.69,25.64,84.07,1.05,58.05,31.02,62.25,8078986,252041,511644,85.02
4897,POINT (142.627560 44.540525),21226,54.64,154014,4.23,271503,75,3,637976,16.62,22.57,98.19,2.48,94.93,58.18,84.28,29.75,14930507,566039,464617,95.85
4898,POINT (131.508880 32.917429),16768,92.76,536622,84.57,640839,32,4,423823,95.16,56.36,82.73,86.72,3.19,77.43,23.09,44.26,3200745,688855,980033,24.72
4899,POINT (137.312028 36.503725),6994,32.07,75515,33.61,3159,52,3,446217,96.08,84.09,54.97,81.11,41.53,53.68,7.15,21.12,8225943,926005,538968,86.55
4900,POINT (130.107648 33.584973),15779,55.6,24191,7.56,313677,24,5,831441,20.05,67.99,54.81,4.65,71.09,97.24,21.02,22.76,11876748,231049,535819,11.77
4901,POINT (135.640077 34.706190),19194,97.02,745697,90.44,581582,68,0,853481,20.4,67.81,83.14,72.83,60.77,86.68,72.07,1.94,14393961,677369,59231,49.56
4902,POINT (133.866921 33.519869),12003,43.9,430696,31.15,612330,34,1,317238,71.85,71.03,80.13,75.8,69.28,3.96,75.55,33.14,3205546,850711,549512,14.13
4903,POINT (143.060203 43.350676),18504,96.77,329068,60.75,106076,64,0,100257,41.37,57.63,20.84,86.3,38.15,47.55,2.95,31.93,12964309,624193,310810,18.78
4904,POINT (138.343979 36.855449),7219,67.19,868866,10.84,398340,23,3,955753,7.51,38.07,90.46,25.39,72.29,41.76,96.26,45.22,2010025,386665,179606,98.77
4905,POINT (139.164293 36.078880),19700,54.47,114487,31.68,822423,26,3,113004,19.23,1.95,22.68,84.31,17.26,72.94,99.71,7.51,4804489,763713,514669,60.45
4906,POINT (139.583403 36.905538),11105,28.9,566313,98.76,245493,30,4,847593,61.86,34.6,43.7,49.51,70.89,95.08,15.5,53.45,8477844,943056,253121,36.76
4907,POINT (140.384115 35.216268),16464,11.41,268768,26.37,163312,45,5,548891,17.51,61.97,48.47,47.4,11.64,76.69,93.92,52.87,11809149,22353,513613,40.34
4908,POINT (129.229840 34.165203),20783,52.33,870531,11.95,538019,49,2,415699,23.87,0.95,45.67,74.75,84.28,26.81,9.21,83.28,11352926,770733,335572,68.14
4909,POINT (137.604344 36.782295),1353,5.24,811561,41.36,65497,33,1,259496,27.6,92.82,13.74,82.38,98.53,74.43,97.89,82.08,7918902,420586,567246,9.87
4910,POINT (142.800217 42.998322),15660,61.79,671054,4.42,832888,44,2,100897,51.39,31.97,3.12,14.37,37.54,70.4,19.0,72.99,2045173,489382,882576,36.93
4911,POINT (140.767892 40.380047),13615,9.18,872678,22.86,867505,33,5,907940,96.65,66.41,52.06,11.93,85.85,92.89,20.92,86.02,4639487,74983,212429,29.17
4912,POINT (140.386848 35.274088),2224,65.04,724704,74.08,233269,70,4,290476,30.22,16.11,79.33,97.64,93.97,66.49,35.19,12.23,7627349,475951,326917,52.22
4913,POINT (143.302384 44.208568),24199,50.16,381204,81.69,678985,24,1,753282,88.54,44.54,37.58,54.49,49.92,72.52,89.09,34.1,11341930,185286,314037,10.1
4914,POINT (135.619846 33.515327),4558,27.59,285121,80.03,201475,27,1,719842,67.42,27.01,27.16,86.54,22.62,55.92,18.73,76.35,9337584,727843,991603,76.76
4915,POINT (138.283411 36.281446),8998,65.69,533220,86.98,513122,69,3,931658,75.65,88.15,16.65,68.22,94.89,81.46,29.83,64.5,12989055,723962,575376,98.38
4916,POINT (141.840525 39.913632),20815,9.74,643575,6.25,282867,78,1,842656,52.61,23.58,82.47,57.51,57.95,66.4,37.1,40.21,8308623,645313,936987,69.6
4917,POINT (131.485120 33.185287),6612,6.72,211973,28.64,700450,32,5,465864,62.46,27.92,79.55,74.64,57.93,48.24,75.54,4.5,10066417,785022,779385,0.85
4918,POINT (144.088970 43.882751),6652,15.4,453924,95.27,550758,35,4,11673,0.74,53.4,78.32,31.42,29.23,35.7,2.22,50.84,3878318,880437,476670,69.54
4919,POINT (141.049356 41.819215),14863,96.27,596610,71.95,316726,53,4,690252,27.89,36.64,57.56,7.74,82.39,26.41,89.6,0.76,2088070,328408,199050,19.67
4920,POINT (139.719698 36.744458),10542,5.39,775034,20.24,197679,37,1,675411,69.75,85.46,29.27,50.04,96.21,16.01,67.44,99.25,7044700,506193,422347,54.52
4921,POINT (141.808000 40.059394),9379,33.77,306915,80.27,434800,48,1,560496,27.32,81.47,4.07,36.96,14.02,11.26,91.28,4.99,13020708,654754,764411,25.12
4922,POINT (134.704981 34.279247),15466,95.34,846673,70.07,574575,77,1,434706,18.42,50.72,59.03,74.35,18.09,19.1,34.25,0.59,6117325,111741,59140,42.85
4923,POINT (140.418403 42.034340),14755,67.92,365447,37.71,952668,45,4,225746,93.92,80.59,81.89,82.87,22.67,17.21,5.13,7.43,9826984,763993,678902,37.96
4924,POINT (139.440366 35.655816),18741,47.19,352917,20.38,904362,55,4,386748,34.1,26.01,78.04,13.18,51.36,56.38,1.03,63.73,12497553,726597,805258,60.78
4925,POINT (139.576873 37.154065),21351,12.45,417315,77.04,683670,69,3,93651,71.91,21.06,19.74,28.88,55.0,37.21,66.93,68.61,14627060,179635,703915,23.39
4926,POINT (138.153107 36.440682),21860,50.74,256761,82.83,901649,73,4,167337,66.8,33.58,87.78,55.99,48.06,74.38,60.94,51.96,4127017,313150,491612,18.54
4927,POINT (140.415131 37.974869),19272,51.69,66008,18.76,239293,66,2,71924,41.94,64.15,2.02,58.82,99.26,43.8,65.05,82.31,10268986,17333,133092,74.78
4928,POINT (130.583253 33.122739),10929,91.46,448944,20.02,992698,50,1,494587,16.71,18.88,95.99,9.29,1.54,29.65,18.76,94.57,10315400,199063,690653,46.67
4929,POINT (139.892027 37.481684),15922,30.47,120260,3.29,456270,31,1,75449,55.38,58.86,79.57,75.82,2.48,95.11,9.98,99.48,13526134,893195,200932,25.89
4930,POINT (139.003507 34.991487),11823,32.13,411754,23.18,601264,37,5,909405,33.15,82.72,85.2,25.3,40.26,76.91,7.91,6.06,12919220,561188,818818,67.16
4931,POINT (139.033535 35.360827),23234,80.82,352547,25.72,119269,31,4,835619,87.78,44.95,26.29,91.82,32.82,23.65,72.86,3.07,11193953,776020,116180,80.2
4932,POINT (140.793758 37.217972),5076,76.87,30622,33.28,336292,75,4,243905,89.0,6.06,32.62,78.11,58.24,13.48,61.49,75.45,1448732,841051,132214,77.43
4933,POINT (141.906805 45.379945),10403,50.28,702780,46.22,594908,65,1,225510,98.91,42.83,37.34,87.77,15.71,94.84,45.91,64.41,10139773,776748,147829,21.03
4934,POINT (140.233934 37.979064),23406,54.01,557019,98.07,559570,55,0,488768,69.32,75.69,23.31,88.61,47.51,51.51,1.77,76.57,10520898,102226,333174,25.37
4935,POINT (135.150267 34.867689),23623,14.19,597307,23.06,390753,55,5,372672,83.65,46.44,57.65,55.26,25.94,47.66,14.13,73.14,3034279,791445,702815,46.74
4936,POINT (138.904568 37.176448),19981,99.26,564565,59.23,244156,75,2,235517,53.98,70.95,46.2,19.27,58.87,70.45,44.67,21.08,1603479,886272,918158,47.92
4937,POINT (141.134621 39.625366),16057,10.67,724960,7.68,353275,59,4,924376,33.3,31.16,52.61,29.27,35.74,25.95,28.06,48.65,2165737,547988,36196,28.76
4938,POINT (140.787366 39.165302),13664,18.12,242348,81.06,548531,29,4,363045,80.89,20.35,13.14,69.74,22.23,20.08,64.54,62.96,1309296,162114,773954,9.55
4939,POINT (137.020004 36.141566),5743,26.75,285456,32.72,288140,23,4,423449,98.12,44.41,36.09,47.38,30.99,71.4,3.93,62.2,6647980,349128,483176,71.89
4940,POINT (130.815993 31.108281),6410,34.51,23577,45.82,891432,49,4,749024,14.42,10.79,61.4,80.56,65.72,42.06,14.36,66.96,11090965,43252,525851,54.29
4941,POINT (137.541382 34.695064),5667,54.52,895519,69.12,640067,67,0,13806,4.67,84.73,0.45,91.75,90.25,34.24,28.68,57.74,5983103,84594,566366,80.82
4942,POINT (141.956407 43.913813),7650,60.22,481153,34.36,571692,61,3,442669,68.66,66.83,5.91,96.9,52.03,88.78,51.8,86.46,2122844,99493,586804,8.34
4943,POINT (141.917779 43.454100),22319,36.59,63087,99.15,524810,59,1,321913,68.65,29.98,18.38,96.28,65.0,87.35,98.33,66.59,9147081,84879,409732,23.58
4944,POINT (139.364078 36.392367),12414,72.51,422507,73.71,262165,80,3,826885,18.74,21.16,38.44,44.81,25.99,75.49,46.42,50.1,11816790,772302,653598,92.26
4945,POINT (130.973092 32.511887),6499,71.05,932050,72.25,274580,59,0,985331,60.7,45.78,96.25,40.91,89.2,17.79,98.16,51.5,6214891,97156,88257,54.51
4946,POINT (130.774613 33.008165),14453,76.3,451275,46.77,357607,68,3,93739,24.19,17.52,31.25,54.98,20.54,94.75,52.91,98.84,7450208,854390,995811,67.49
4947,POINT (136.493967 34.799379),13391,78.27,393457,38.99,999636,69,3,459177,59.21,41.01,58.25,46.18,84.12,0.44,44.95,91.18,12930544,347346,507183,91.26
4948,POINT (130.760262 33.811775),21577,21.17,588531,42.56,73893,35,1,277502,25.48,64.26,59.88,3.86,87.2,48.94,52.2,3.68,1769830,545935,160472,70.71
4949,POINT (142.637066 43.829305),8995,87.4,56692,50.93,676498,35,4,68871,69.94,20.22,10.9,89.51,98.87,78.88,53.72,96.87,8863191,624736,230269,53.25
4950,POINT (141.783290 43.844530),16604,44.67,171766,44.26,830448,57,4,820131,55.72,7.11,21.27,21.6,64.03,10.91,67.29,82.59,13480891,369530,362415,26.8
4951,POINT (142.070152 44.072145),4833,88.54,440139,40.62,160700,31,1,516857,67.01,27.57,48.31,23.93,46.64,71.67,96.94,51.83,3842068,36800,179448,97.52
4952,POINT (139.583756 36.977308),21229,2.95,700274,85.45,335825,37,5,374614,44.05,38.51,42.12,65.24,38.07,38.75,65.69,12.58,14737768,967908,258065,65.68
