id,geom,Income per Capita,Internet Access,Migration,Health Facilities,Literacy Rate,Death Rate,Registered Residents,Unemployment Rate,Vehicle Ownership,People Density,Households,Family Identity Card,Average Age,Water Access,Employment Rate,Population,Electricity Access,Mortality,Birth Rate,School Enrollment
1290,POINT (97.878228 2.449321),10064097,35.64,42.79,114174,3.8,58.78,256711,11.39,0,16723,275512,988518,70,36.95,57.24,612154,62.66,92.29,86.22,75.76
1291,POINT (109.375861 -0.451821),9047422,52.28,75.65,532690,81.91,52.09,753191,80.71,0,19944,751550,974625,67,57.22,77.84,652556,99.64,21.47,56.9,29.1
1292,POINT (104.567391 -4.197516),13141029,40.23,96.54,380112,86.74,74.92,751186,83.59,0,3193,490275,852188,63,72.27,5.71,98904,69.83,76.11,22.95,10.66
1293,POINT (138.976199 -4.464882),2881645,9.68,82.32,527504,21.16,75.72,408305,54.48,4,11205,8874,770498,29,35.1,10.58,119015,33.22,14.53,61.5,53.94
1294,POINT (113.857211 -8.497937),12726612,97.99,21.75,346051,93.27,47.94,128491,94.83,3,6934,102082,202440,44,51.12,27.48,760546,96.17,7.9,77.74,51.67
1295,POINT (114.616538 0.399546),8456459,67.46,90.67,814879,35.58,6.08,113143,38.43,4,23461,482458,129481,73,96.16,99.23,337592,19.94,38.16,55.08,95.29
1296,POINT (104.216004 -2.672046),8120952,86.0,21.75,101121,47.01,47.04,1117,33.29,1,15676,488518,31943,29,80.73,59.1,510890,72.04,70.7,21.63,15.26
1297,POINT (134.184648 -3.756106),5395764,34.78,70.47,745293,91.81,70.09,249276,87.04,5,14582,212135,181303,77,55.94,31.42,735220,82.08,13.04,49.56,64.81
1298,POINT (113.170061 1.304145),4065645,63.93,14.4,237497,58.31,50.94,602968,28.07,4,4948,227217,823988,72,70.6,73.76,316983,5.98,14.69,9.6,70.95
1299,POINT (139.706114 -3.618363),12805646,50.97,81.23,756640,56.54,90.45,276751,7.24,0,4203,61060,829813,26,24.51,19.09,963635,92.18,57.88,41.29,44.26
1300,POINT (102.079288 -0.536201),8987496,74.5,86.69,226107,14.65,80.78,966768,52.07,1,21380,832579,416974,28,90.44,15.27,657455,49.71,44.11,30.64,21.59
1301,POINT (102.960107 0.237554),5770136,60.28,31.48,286217,83.88,22.98,664202,76.08,5,8159,605509,76073,68,17.04,44.56,70490,34.56,62.01,76.44,68.72
1302,POINT (98.333346 2.689775),13568235,39.12,47.62,321402,19.71,27.23,83694,19.49,2,1450,652546,459874,26,4.38,37.13,301852,33.16,39.39,50.41,30.79
1303,POINT (105.955328 -1.637509),10450041,14.85,43.04,156199,47.74,9.73,137188,33.44,2,4461,410343,123662,72,86.08,66.8,175009,18.95,12.06,61.65,39.45
1304,POINT (119.487643 -3.405858),7692853,64.11,79.93,655889,62.58,12.89,167127,50.6,3,2227,159982,33349,42,37.4,82.69,683266,48.64,36.79,62.38,87.44
1305,POINT (97.596779 4.631491),6197501,45.81,56.99,770062,87.18,14.26,831818,97.55,0,15603,247136,300162,72,89.18,52.2,788796,95.96,54.58,5.99,73.55
1306,POINT (99.023321 0.912352),4316419,0.45,42.41,989179,48.36,1.71,405548,40.99,5,2740,521610,802711,29,84.52,81.87,370994,39.43,36.0,39.95,81.04
1307,POINT (117.172676 0.528195),13124415,95.1,58.12,574344,11.66,36.37,524187,41.38,3,1714,844685,46223,51,14.98,38.42,187453,79.99,23.89,29.27,59.88
1308,POINT (113.048174 1.409769),4262528,96.88,97.17,429449,51.99,5.22,430334,37.93,2,6445,709413,611054,46,46.2,47.49,87763,89.82,59.08,90.79,91.15
1309,POINT (133.123896 -3.378519),4743854,16.39,77.4,780270,87.09,47.45,263137,23.84,5,18712,794779,152094,65,50.43,61.26,766378,6.02,52.23,52.03,61.81
1310,POINT (116.057163 -1.564594),9398082,9.57,39.21,48721,63.97,79.93,111839,99.91,4,24588,584682,261595,59,73.12,25.15,471829,68.91,14.11,47.95,91.49
1311,POINT (112.419407 -8.082225),9778219,93.82,22.7,450468,52.64,47.82,575861,71.18,0,8174,362091,37200,34,40.18,70.61,786203,7.77,69.6,58.35,79.08
1312,POINT (113.065634 1.060393),13595190,43.37,22.98,677652,27.54,33.23,405266,81.03,0,10989,490203,474916,46,19.7,17.94,544883,40.89,92.1,11.91,54.38
1313,POINT (109.655630 -0.657350),4433945,69.08,4.31,341614,37.34,62.8,934618,29.65,0,14436,312902,712326,76,55.6,80.6,91672,38.11,74.1,1.68,21.91
1314,POINT (114.097032 0.217558),5492363,41.58,56.69,799910,12.92,49.5,807521,9.56,3,14917,634198,364716,57,95.76,15.91,846504,18.96,48.76,50.67,25.43
1315,POINT (116.909965 0.543324),13287546,13.26,51.72,841142,80.19,13.99,563946,81.9,4,8650,214586,871368,42,14.54,62.89,895239,46.54,83.88,45.34,69.22
1316,POINT (134.581241 -3.618545),8072623,5.98,53.96,524494,90.5,60.22,284046,24.49,2,18270,719692,774437,80,58.3,99.34,456623,19.42,89.8,63.37,91.39
1317,POINT (102.267653 -3.216860),9942830,3.38,19.2,931223,11.6,26.08,634520,19.93,2,9164,637831,302417,66,30.34,64.02,247741,24.6,58.62,77.55,39.53
1318,POINT (107.600369 -7.164223),8399378,10.11,8.41,945077,46.77,63.88,476025,35.98,5,21850,659179,520241,21,38.47,77.65,333609,99.99,96.98,53.19,65.83
1319,POINT (120.491176 -1.695661),2254520,48.29,40.55,387248,66.84,67.69,865300,76.7,0,1896,469799,852378,41,70.01,57.24,164002,82.14,37.82,43.04,45.91
1320,POINT (104.177653 -2.990351),2887397,77.49,0.87,111021,7.21,67.79,751509,37.83,3,5147,877238,747609,63,82.95,73.77,945301,97.79,43.92,60.62,20.35
1321,POINT (139.498038 -4.356347),3109062,73.62,14.75,685023,85.84,51.8,283681,99.75,5,9418,486331,227117,58,96.67,11.49,16619,49.48,67.81,72.37,25.31
1322,POINT (99.138769 1.958318),8366942,83.9,34.5,182132,64.24,43.22,431501,71.39,0,18484,867030,578626,21,3.35,50.03,341854,93.28,37.39,40.1,42.82
1323,POINT (113.085860 -0.621105),1596319,47.26,13.08,694137,38.11,81.74,737519,10.76,5,9701,987121,842625,22,90.48,35.6,76745,43.75,9.96,1.48,9.21
1324,POINT (112.525421 -8.115556),7039457,88.62,0.69,986830,64.87,81.41,999001,85.44,0,7553,474612,384623,51,28.03,97.06,583158,60.63,59.75,38.14,97.81
1325,POINT (120.224333 -4.546293),8155984,63.07,51.56,396742,38.32,13.44,236171,40.68,1,4206,665709,149715,41,18.6,89.4,961554,34.76,71.14,31.23,70.12
1326,POINT (112.539364 1.103475),10585551,38.39,98.59,844715,95.85,32.81,174268,8.42,0,5902,824950,832274,68,48.15,19.2,879828,38.92,48.51,70.72,19.65
1327,POINT (114.333278 1.360655),8168504,99.54,44.35,25667,18.71,34.66,44972,0.55,1,9546,307067,753570,61,67.05,10.74,305052,38.43,34.75,19.04,40.39
1328,POINT (103.336447 -1.052318),11503935,12.24,45.47,556702,87.66,22.59,576387,69.57,1,5706,901597,965142,76,49.59,40.88,189086,17.32,63.13,90.49,66.83
1329,POINT (127.800590 0.154764),5447654,31.17,14.83,834098,4.34,10.26,242289,14.15,2,17357,999636,335599,69,94.45,96.13,438623,94.76,30.85,64.45,37.65
1330,POINT (139.221058 -6.675698),10622006,63.59,6.03,970597,55.49,6.42,19399,49.56,2,5799,855243,725810,58,41.89,65.84,609585,28.96,66.79,11.66,20.1
1331,POINT (97.723647 0.582616),13640545,94.41,28.12,980379,49.28,61.86,423885,11.56,4,20679,325146,450803,30,99.23,81.03,314091,6.23,4.81,35.66,75.79
1332,POINT (115.760734 0.601195),14822976,17.17,25.91,421500,98.06,88.22,621252,94.67,0,4791,459005,627443,61,22.5,48.97,285778,82.02,75.17,98.48,69.09
1333,POINT (120.629666 -7.045191),4595555,82.06,16.28,806360,81.85,58.49,213745,64.99,4,24584,583891,537733,39,77.41,15.16,186087,68.59,98.19,72.48,21.58
1334,POINT (117.147762 -0.688890),2127029,65.05,25.77,178492,6.65,10.52,50829,65.15,1,15540,995533,539957,48,26.58,68.25,724844,5.46,26.45,47.75,53.63
1335,POINT (115.680799 1.083901),14797676,42.66,7.04,210087,63.03,42.87,222973,47.61,3,5387,21498,64122,40,56.55,30.47,714046,7.73,69.54,50.23,93.5
1336,POINT (120.913284 -1.542924),1670889,22.78,36.07,922333,98.5,0.13,884574,95.06,1,8344,701446,320912,31,6.58,6.56,114897,56.5,77.77,70.73,0.27
1337,POINT (122.992753 -4.883580),9988832,15.84,59.93,22739,16.06,83.35,775670,68.81,3,20841,730881,114021,27,64.3,21.17,7746,52.15,31.02,11.86,59.07
1338,POINT (139.185571 -5.391631),12327053,2.54,52.18,653055,93.89,18.42,25109,47.04,0,10789,667816,14461,45,14.47,38.84,679582,85.04,27.69,16.15,94.79
1339,POINT (102.777736 1.088286),6405280,1.75,1.2,221226,46.84,73.4,622300,63.42,4,18777,253519,447405,32,32.23,13.08,289337,81.22,9.25,29.45,51.07
1340,POINT (101.283315 -1.686685),5858450,38.34,84.16,357923,9.92,99.96,406825,48.17,1,20102,885136,876434,75,4.33,66.6,237284,62.92,22.75,85.05,12.38
1341,POINT (115.695440 0.690577),13511991,69.04,15.55,110148,98.91,46.69,312641,19.26,3,5946,14127,681946,40,81.22,87.95,889009,85.74,71.87,44.72,46.92
1342,POINT (120.412374 -1.078266),4420328,53.86,34.55,144304,37.45,96.44,12761,81.26,5,24616,217654,20193,22,70.56,23.58,108359,68.11,41.79,72.98,41.18
1343,POINT (119.837727 -9.698160),2780457,23.34,48.6,534510,2.51,82.11,140127,99.28,4,22065,809564,681853,49,61.42,95.2,953981,44.13,38.31,13.57,49.86
1344,POINT (112.841119 -2.319648),10898070,38.92,76.16,440095,70.92,85.17,834399,9.06,0,12637,756923,108881,74,16.62,54.66,186648,34.2,21.38,39.24,46.47
1345,POINT (140.645401 -3.613642),2738061,68.8,42.52,696423,61.94,47.07,10224,51.47,2,14459,404927,825694,54,17.08,20.03,379342,28.13,52.21,85.41,0.76
1346,POINT (116.845009 2.969566),4506566,3.17,54.23,910389,1.35,42.86,406503,69.46,1,12091,533470,655865,39,22.51,10.33,159720,27.38,4.44,80.16,1.78
1347,POINT (117.106659 3.846937),13681883,25.22,62.34,437840,7.56,37.22,203693,2.22,3,16676,31622,262848,45,18.06,78.36,61546,1.46,36.37,59.13,66.2
1348,POINT (111.790098 -0.379875),11337069,64.83,85.7,521185,83.75,68.87,295974,91.92,2,14058,202800,616640,72,22.54,85.71,564745,56.09,92.4,3.19,38.9
1349,POINT (134.005025 -2.280700),3531585,5.31,86.78,230290,73.27,33.46,463191,32.18,5,13517,872111,10062,75,58.35,25.88,842135,44.25,41.94,18.21,21.94
1350,POINT (116.374366 -0.890659),4704284,13.22,75.72,143221,86.86,41.06,382850,67.4,5,9374,95099,940469,36,90.23,18.42,563331,79.01,52.38,33.3,40.78
1351,POINT (119.278051 -9.374985),6846149,34.88,39.04,655162,95.18,12.68,890328,98.56,3,6997,421504,991052,49,64.7,67.22,908127,44.2,57.4,41.55,38.94
1352,POINT (107.391636 -6.217159),7148324,94.71,11.1,526279,81.38,30.93,461738,7.57,1,24092,873645,714725,32,32.76,34.23,995117,41.49,75.02,39.21,95.42
1353,POINT (122.724375 -5.527164),6917878,50.92,16.55,23116,60.65,21.13,552895,25.17,2,22839,828458,626932,77,0.66,60.84,364576,96.39,0.21,26.3,56.5
1354,POINT (116.142121 3.393719),9165459,56.05,91.38,268974,65.24,92.28,146094,43.1,4,18801,5183,144982,25,14.26,99.08,64861,61.59,19.67,34.31,69.52
1355,POINT (105.076267 -5.535983),9137885,14.46,21.25,423837,12.24,86.71,9446,87.22,5,9526,50583,191088,66,25.02,24.58,166286,36.09,12.33,55.78,95.86
1356,POINT (108.349669 -6.567524),7388552,25.59,80.2,958382,1.81,68.65,95602,17.62,0,6660,252553,297410,53,71.23,89.27,38568,67.06,64.53,71.5,9.89
1357,POINT (100.928542 1.755122),9949931,79.01,42.93,775321,93.37,76.86,547460,78.77,3,22965,825965,911633,34,37.33,0.86,870209,53.18,69.24,63.61,24.09
1358,POINT (124.996378 1.281754),4230714,71.15,97.26,209322,12.52,55.52,182459,0.17,3,15166,707797,194063,46,61.45,40.05,76185,53.78,30.26,98.11,89.42
1359,POINT (105.162822 -3.087819),5129876,29.82,31.89,200913,64.34,38.67,279039,11.9,4,12001,924290,602963,35,84.24,51.16,628928,48.65,72.76,7.44,83.64
1360,POINT (102.957126 0.219744),6796841,90.51,67.42,877539,17.77,48.3,328309,39.32,2,17858,133610,103437,54,31.98,1.66,910102,48.04,73.9,78.96,16.7
1361,POINT (105.883482 -6.424411),14794587,92.97,93.12,63585,4.53,84.92,373332,9.29,0,1403,673713,180606,50,74.34,25.58,633838,30.88,46.9,18.42,35.3
1362,POINT (132.475846 -1.645865),3202585,75.38,66.73,824012,90.22,60.05,554940,23.08,4,14965,728460,656577,54,92.9,59.25,687339,94.5,72.94,6.23,51.68
1363,POINT (104.352968 -4.641913),4022640,20.84,18.0,831373,47.96,73.77,534752,94.55,0,20475,253324,924948,39,70.37,88.36,73264,70.26,84.78,96.63,2.14
1364,POINT (108.146075 -7.532952),6504439,99.81,16.94,522879,9.57,22.13,58410,23.87,2,5509,253366,49413,53,95.87,54.04,408019,46.95,74.3,39.07,23.72
1365,POINT (134.177619 -1.337966),3153358,23.97,32.29,513866,43.87,44.8,901142,5.4,0,22998,323107,534988,24,64.09,76.55,27813,90.87,96.52,98.37,47.39
1366,POINT (120.250175 -5.027545),3669842,0.86,95.8,894054,16.96,73.31,836634,78.79,5,13451,531773,768628,53,21.39,81.08,21705,71.01,98.1,15.6,38.44
1367,POINT (125.957114 -7.861717),11525303,77.68,68.56,606024,45.25,51.88,59712,17.2,4,24352,154867,117809,41,50.45,18.84,806237,70.09,89.02,12.32,27.03
1368,POINT (140.841004 -3.837681),5328943,21.12,93.51,932600,44.22,84.9,65538,25.55,1,19026,124517,957066,42,88.11,75.01,995136,80.75,50.61,25.71,64.46
1369,POINT (110.983489 0.478738),1413245,77.93,89.41,123766,46.9,11.95,331165,69.48,4,1793,324358,994469,64,78.51,52.74,956029,27.89,53.58,82.36,52.15
1370,POINT (99.635527 1.736378),9837340,9.84,72.78,523734,37.18,37.37,803780,40.69,0,5400,317935,924072,20,72.56,69.94,483717,58.27,60.04,17.83,64.19
1371,POINT (117.117060 1.242202),14662320,45.81,7.59,995465,74.96,41.18,570554,33.86,0,21368,646424,627723,22,37.93,30.22,32406,39.25,2.99,48.58,0.69
1372,POINT (99.051173 -1.360935),6313537,99.9,31.86,361672,50.31,3.09,834611,97.94,3,8039,933805,486452,42,76.62,77.85,475281,44.81,80.05,24.67,57.31
1373,POINT (115.499090 3.173197),13159975,23.38,43.16,810593,31.7,80.22,729813,65.19,2,18611,64636,678231,45,25.86,28.32,48576,24.21,66.4,18.43,4.54
1374,POINT (138.220823 -4.120015),3873658,99.44,90.2,365573,77.5,75.01,532457,22.3,2,22806,628007,601682,25,79.54,66.16,871064,83.04,4.38,3.92,98.84
1375,POINT (114.203361 -8.427361),12750694,21.5,33.75,617130,21.35,20.04,428927,75.41,3,19423,414498,385673,59,65.87,10.86,683351,48.0,90.28,81.12,34.66
1376,POINT (139.721701 -2.482128),11989311,82.6,57.31,154052,94.45,48.25,364623,55.36,1,13067,674178,71816,49,24.41,88.6,327683,55.21,82.68,45.65,15.76
1377,POINT (123.070861 -0.727884),1076353,96.76,89.08,882173,90.59,8.39,586809,16.3,2,9224,13864,349903,74,66.41,56.69,35104,44.53,22.29,0.47,97.13
1378,POINT (117.229376 3.161073),10046237,33.12,5.71,282849,42.04,45.7,44424,37.55,5,21844,161010,366471,62,67.23,29.42,396969,25.0,41.77,54.26,14.34
1379,POINT (112.352377 -7.256721),11093300,14.63,57.6,264968,75.14,18.67,406310,77.11,1,8775,724038,33635,29,21.59,38.56,135487,70.73,15.4,13.7,44.87
1380,POINT (105.832719 -4.361677),6582543,23.05,79.42,124627,27.19,48.4,540473,86.48,5,16403,166660,372347,24,58.02,94.47,749598,57.0,1.28,86.74,33.42
1381,POINT (111.820406 -1.142936),12614768,88.65,46.18,866667,48.73,50.76,182106,46.74,1,15364,198910,707235,30,46.2,95.59,775614,34.79,77.62,90.53,28.48
1382,POINT (103.558597 -4.188428),9872331,60.71,43.57,22461,30.15,25.03,264033,72.24,2,11197,36204,189260,66,59.36,61.19,640993,40.65,99.97,56.78,60.71
1383,POINT (134.763256 -4.111515),4629108,23.17,5.74,621875,48.0,96.19,903892,26.18,5,4884,175269,485967,67,38.68,72.83,323752,54.71,64.79,98.67,87.15
1384,POINT (103.685233 -4.790249),14314584,63.5,5.27,992713,54.69,52.25,255842,56.37,0,21097,130161,920874,23,3.55,20.28,279825,41.61,47.91,98.99,75.42
1385,POINT (119.074523 -3.141178),14833280,95.2,5.03,321173,77.29,93.56,613185,69.96,4,22144,375763,279152,56,52.38,3.28,115936,15.61,23.84,31.15,87.24
1386,POINT (112.178318 -7.352423),12045639,7.67,81.55,513038,53.21,82.12,687967,12.44,1,5689,389099,561527,69,10.34,1.0,391033,63.98,29.63,88.97,3.4
1387,POINT (111.010917 -2.027742),9812936,76.68,60.89,531428,95.31,32.2,295402,48.78,3,14934,38165,861774,79,22.94,66.59,488840,92.48,77.61,59.74,27.86
1388,POINT (109.526345 0.690225),2017543,61.51,1.09,664822,45.95,40.07,971464,33.31,3,23851,828156,127101,73,31.78,42.12,725429,90.15,91.68,58.23,61.89
1389,POINT (111.413707 -6.704956),7315833,94.05,44.88,848451,36.07,83.31,540044,38.76,3,9579,836338,838723,29,48.05,32.65,651791,84.26,35.48,78.66,74.5
1390,POINT (113.084890 -1.777342),7389778,51.81,24.28,574960,56.58,20.31,72001,1.97,0,9946,126783,434115,26,64.99,94.3,310295,10.05,33.95,55.55,20.32
1391,POINT (112.267420 -7.869891),12083431,54.88,92.57,542468,38.43,34.28,174932,66.71,0,22811,653800,647191,51,65.61,19.47,225098,64.41,49.3,19.8,33.36
1392,POINT (127.688249 1.576851),13887166,74.89,6.83,216958,78.55,28.1,963122,42.46,2,21856,573105,33415,77,84.13,75.16,207539,64.17,99.01,63.88,18.09
1393,POINT (112.310494 1.085217),7162754,70.52,45.72,613024,81.44,71.38,571848,96.23,2,7506,738602,13877,33,19.61,81.43,792728,44.76,49.15,70.91,82.17
1394,POINT (140.900975 -8.041171),7952389,33.3,79.26,58800,55.21,97.44,900090,22.26,1,3219,101497,962696,66,31.18,69.29,778786,89.01,94.16,55.68,65.46
1395,POINT (100.012626 1.256586),5276502,20.18,4.91,185264,60.69,4.63,143932,95.95,0,24183,804380,753985,26,8.18,47.8,94176,9.44,37.95,81.99,73.83
1396,POINT (101.495835 -1.501651),4867203,5.89,46.83,498170,78.29,99.96,343782,24.0,3,9666,514254,326550,26,20.51,39.05,824679,31.23,78.8,27.62,72.27
1397,POINT (116.074049 -3.633980),4895834,53.08,33.81,531921,28.35,80.25,192457,96.33,4,3959,26266,548051,24,47.55,39.56,750478,8.61,89.46,23.94,99.13
1398,POINT (138.383970 -4.957908),8647107,81.74,90.61,683685,90.44,37.22,15796,25.31,1,18430,880960,881310,25,84.07,34.25,362314,86.18,20.03,17.73,17.45
1399,POINT (104.739497 -2.742693),14555720,12.2,49.05,845793,46.16,51.78,132036,27.49,2,23346,5773,26892,26,72.0,44.75,333278,71.87,77.54,82.61,50.55
1400,POINT (117.098324 0.426812),11716421,51.71,25.63,596730,69.44,7.57,833239,36.18,2,8329,916103,906320,42,21.26,61.9,641730,40.25,22.39,57.3,33.21
1401,POINT (101.052792 0.295182),12637949,88.0,35.62,75510,41.86,3.95,441907,14.24,2,11709,725873,352234,30,77.58,83.99,908379,15.09,81.72,9.21,94.36
1402,POINT (123.608790 -5.320817),3852429,27.31,84.84,619142,26.41,26.94,591176,28.41,1,15839,576296,297787,58,78.4,75.25,481196,78.11,7.6,8.0,76.14
1403,POINT (111.973719 0.363637),4542035,45.72,46.43,509862,61.09,47.75,810293,78.89,0,15182,317943,687600,59,80.39,80.9,395735,22.18,77.43,93.61,62.91
1404,POINT (121.918111 -8.582463),2464179,18.36,88.71,64061,52.69,72.78,285304,52.95,2,21282,613044,449384,45,1.37,4.68,914554,77.72,70.66,6.58,8.26
1405,POINT (132.622669 -1.522537),2288550,39.58,30.01,196258,33.57,30.18,530085,18.37,4,8186,581230,682126,30,91.38,58.2,445731,0.88,36.17,27.56,18.3
1406,POINT (122.184568 -4.382609),9292910,49.54,1.32,26283,25.27,0.61,816779,70.84,3,7614,274023,198673,48,92.69,81.47,120024,22.7,54.72,0.21,66.72
1407,POINT (140.769296 -6.131422),2468395,89.59,59.55,397585,18.81,16.25,45305,61.25,2,16975,209455,523751,20,17.11,13.13,384779,77.1,17.6,77.69,60.28
1408,POINT (111.113960 -7.139066),13432464,16.88,17.56,779326,55.73,47.0,665056,62.79,2,2122,706599,962752,65,69.24,99.23,341902,73.52,62.52,97.71,16.83
1409,POINT (129.641395 -3.206007),9586051,19.73,15.59,562014,0.24,63.67,85954,18.77,3,14806,107668,127345,55,91.11,38.85,286202,66.91,88.44,37.8,70.76
1410,POINT (124.427685 0.763400),4907796,53.37,16.97,192236,86.99,96.08,354087,13.08,3,2761,933395,533133,21,47.72,24.96,533980,41.3,98.22,67.11,91.05
1411,POINT (103.627611 -3.004978),2380380,85.19,98.39,777096,20.01,50.63,869743,53.48,4,6720,560626,102460,62,35.52,49.65,828513,80.92,14.42,52.04,16.73
1412,POINT (99.347182 0.439358),12050432,28.28,91.99,501999,45.79,47.68,295212,46.46,0,9072,155965,372703,51,60.0,94.88,582121,31.26,68.08,48.52,5.17
1413,POINT (104.562166 -3.515058),14232754,15.03,56.49,227314,35.03,79.71,136924,17.51,1,15442,391083,694264,74,89.2,65.44,201640,94.77,43.13,44.52,73.56
1414,POINT (105.006204 -3.138601),2317711,39.11,12.66,993824,86.05,94.91,666592,24.65,2,2642,711673,602286,20,63.0,68.3,435175,34.02,60.36,18.1,48.24
1415,POINT (102.566530 -3.998997),13569783,65.71,35.03,486947,97.06,58.38,349350,77.01,0,6104,720068,526117,46,8.86,78.13,809211,10.19,53.97,2.75,35.71
1416,POINT (110.430622 -7.892294),3152623,83.71,98.19,481292,52.53,31.66,916864,4.22,3,23708,228410,426757,60,85.36,74.59,615343,38.89,75.98,47.1,86.72
1417,POINT (105.756674 -5.211324),3409586,37.6,66.91,180550,4.02,82.95,936173,24.12,3,9023,468518,611598,54,49.33,52.43,670883,80.06,65.93,47.48,81.1
1418,POINT (137.741505 -3.419034),13800415,96.78,10.59,125277,18.76,89.49,893488,91.57,2,3774,594260,733462,30,68.28,63.62,481662,76.08,5.68,11.75,86.38
1419,POINT (140.572495 -6.717144),5027302,71.42,29.75,953248,34.74,61.41,931778,66.21,1,20676,860983,187371,20,37.61,8.58,266499,52.21,39.86,10.37,21.84
1420,POINT (115.265647 -2.266863),10540351,18.04,26.14,245986,4.4,55.72,920544,50.52,5,8678,988667,987962,46,35.88,67.29,80265,48.74,16.76,90.98,97.06
1421,POINT (102.496913 -3.446525),12438136,70.77,63.44,53852,38.95,40.23,707027,38.16,2,10297,983920,141060,45,42.1,77.2,882962,79.45,55.27,77.98,93.46
1422,POINT (111.786987 -1.922579),8251058,15.12,41.59,188677,43.01,73.51,395306,63.64,2,11940,601132,906945,70,40.7,29.77,585629,24.55,75.33,2.62,96.89
1423,POINT (116.542728 -2.383813),3385774,41.6,10.21,39584,57.62,21.09,480323,22.26,4,19723,734914,555881,38,65.09,65.9,208472,93.88,5.73,11.95,34.24
1424,POINT (112.916118 -3.085116),13900477,81.88,27.5,453777,57.28,32.41,428820,67.35,2,17366,345550,43831,36,24.34,64.93,730094,50.09,99.84,47.99,12.59
1425,POINT (100.553027 -0.127212),10075527,48.94,57.21,541743,29.19,20.84,523374,54.96,1,10376,315840,688213,37,85.67,98.15,801594,80.58,48.04,73.44,64.72
1426,POINT (106.843530 -7.093729),4359601,92.28,67.16,58078,2.67,52.58,788631,26.85,4,12366,652566,221597,67,46.19,85.34,187621,40.7,7.11,83.61,98.22
1427,POINT (112.527562 -2.834040),8784829,79.48,31.59,415903,82.15,53.35,243643,64.08,3,18920,819615,515153,21,62.57,9.44,7426,67.09,79.24,30.08,66.52
1428,POINT (138.862077 -7.748155),9186251,43.14,40.47,609295,2.38,3.07,863156,16.46,1,1393,218866,807866,28,45.16,67.73,99116,25.76,3.15,23.37,3.58
1429,POINT (138.692867 -3.837296),13753326,5.12,87.67,640746,33.27,70.67,346120,59.05,0,16933,54733,109863,54,83.55,71.74,599272,84.88,28.54,93.61,74.32
1430,POINT (117.235119 3.458003),9819544,47.95,15.82,813681,25.17,79.22,629256,90.42,0,4109,204021,168113,58,96.73,85.9,812337,3.05,57.09,65.63,92.41
